fattening_day,wts,yr,doy,rad,mint,maxt,vpr,wind,rain,aha,okta,is_observed,source_day,updated_at,season_start_date
204,1,1998,204,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
205,1,1998,205,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
206,1,1998,206,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
207,1,1998,207,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
208,1,1998,208,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
209,1,1998,209,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
210,1,1998,210,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
211,1,1998,211,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
212,1,1998,212,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
213,1,1998,213,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
214,1,1998,214,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
215,1,1998,215,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
216,1,1998,216,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
217,1,1998,217,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
218,1,1998,218,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
219,1,1998,219,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
220,1,1998,220,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
221,1,1998,221,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
222,1,1998,222,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
223,1,1998,223,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
224,1,1998,224,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
225,1,1998,225,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
226,1,1998,226,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
227,1,1998,227,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
228,1,1998,228,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
229,1,1998,229,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
230,1,1998,230,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
231,1,1998,231,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
232,1,1998,232,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
233,1,1998,233,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
234,1,1998,234,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
235,1,1998,235,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
236,1,1998,236,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
237,1,1998,237,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
238,1,1998,238,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
239,1,1998,239,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
240,1,1998,240,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
241,1,1998,241,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
242,1,1998,242,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
243,1,1998,243,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
244,1,1998,244,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
245,1,1998,245,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
246,1,1998,246,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
247,1,1998,247,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
248,1,1998,248,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
249,1,1998,249,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
250,1,1998,250,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
251,1,1998,251,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
252,1,1998,252,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
253,1,1998,253,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
254,1,1998,254,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
255,1,1998,255,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
256,1,1998,256,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
257,1,1998,257,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
258,1,1998,258,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
259,1,1998,259,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
260,1,1998,260,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
261,1,1998,261,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
262,1,1998,262,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
263,1,1998,263,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
264,1,1998,264,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
265,1,1998,265,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
266,1,1998,266,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
267,1,1998,267,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
268,1,1998,268,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
269,1,1998,269,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
270,1,1998,270,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
271,1,1998,271,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
272,1,1998,272,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
273,1,1998,273,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
274,1,1998,274,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
275,1,1998,275,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
276,1,1998,276,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
277,1,1998,277,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
278,1,1998,278,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
279,1,1998,279,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
280,1,1998,280,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
281,1,1998,281,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
282,1,1998,282,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
283,1,1998,283,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
284,1,1998,284,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
285,1,1998,285,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
286,1,1998,286,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
287,1,1998,287,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
288,1,1998,288,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
289,1,1998,289,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
290,1,1998,290,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
291,1,1998,291,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
292,1,1998,292,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
293,1,1998,293,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
294,1,1998,294,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
295,1,1998,295,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
296,1,1998,296,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
297,1,1998,297,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
298,1,1998,298,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
299,1,1998,299,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
300,1,1998,300,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
301,1,1998,301,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
302,1,1998,302,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
303,1,1998,303,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
304,1,1998,304,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
305,1,1998,305,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
306,1,1998,306,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
307,1,1998,307,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
308,1,1998,308,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
309,1,1998,309,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
310,1,1998,310,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
311,1,1998,311,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
312,1,1998,312,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
313,1,1998,313,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
314,1,1998,314,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
315,1,1998,315,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
316,1,1998,316,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
317,1,1998,317,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
318,1,1998,318,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
319,1,1998,319,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
320,1,1998,320,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
321,1,1998,321,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
322,1,1998,322,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
323,1,1998,323,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
324,1,1998,324,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
325,1,1998,325,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
326,1,1998,326,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
327,1,1998,327,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
328,1,1998,328,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
329,1,1998,329,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
330,1,1998,330,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
331,1,1998,331,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
332,1,1998,332,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
333,1,1998,333,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
334,1,1998,334,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
335,1,1998,335,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
336,1,1998,336,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
337,1,1998,337,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
338,1,1998,338,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
339,1,1998,339,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
340,1,1998,340,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
341,1,1998,341,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
342,1,1998,342,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
343,1,1998,343,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
344,1,1998,344,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
345,1,1998,345,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
346,1,1998,346,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
347,1,1998,347,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
348,1,1998,348,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
349,1,1998,349,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
350,1,1998,350,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
351,1,1998,351,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
352,1,1998,352,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
353,1,1998,353,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
354,1,1998,354,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
355,1,1998,355,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
356,1,1998,356,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
357,1,1998,357,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
358,1,1998,358,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
359,1,1998,359,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
360,1,1998,360,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
361,1,1998,361,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
362,1,1998,362,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
363,1,1998,363,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
364,1,1998,364,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
365,1,1998,365,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
366,1,1999,366,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
367,1,1999,367,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
368,1,1999,368,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
369,1,1999,369,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
370,1,1999,370,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
371,1,1999,371,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
372,1,1999,372,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
373,1,1999,373,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
374,1,1999,374,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
375,1,1999,375,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
376,1,1999,376,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
377,1,1999,377,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
378,1,1999,378,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
379,1,1999,379,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
380,1,1999,380,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
381,1,1999,381,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
382,1,1999,382,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
383,1,1999,383,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
384,1,1999,384,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
385,1,1999,385,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
386,1,1999,386,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
387,1,1999,387,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
388,1,1999,388,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
389,1,1999,389,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
390,1,1999,390,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
391,1,1999,391,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
392,1,1999,392,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
393,1,1999,393,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
394,1,1999,394,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
395,1,1999,395,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
396,1,1999,396,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
397,1,1999,397,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
398,1,1999,398,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
399,1,1999,399,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
400,1,1999,400,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
401,1,1999,401,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
402,1,1999,402,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
403,1,1999,403,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
404,1,1999,404,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
405,1,1999,405,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
406,1,1999,406,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
407,1,1999,407,19996,7.8,22.1,1.298,3.6,9,0.426430969,4.400072314,0,150,2026-04-28T16:35:19Z,1998-01-01
