comfort_error_mean,comfort_violation_rate,conflict_penalty_mean,context_counts_json,dominant_climate_context_id,energy_kwh_normalized,first_timestamp,last_timestamp,learning_elapsed_sec,mpc_cost_mean,oscillation_penalty_mean,period,prediction_error_mean,reward_mean,rl_q_delta_mean,rl_td_error_mean,steps,switching_penalty_mean,uncertainty_radius_mean
0.004706076388888891,0.0,0.01171875,"{""C02"": 288}",C02,43.94884416666652,2016-07-15 00:00:00,2016-07-15 23:55:00,522.4944303035736,152798.44935520785,0.03233506944444445,2016-07-15,0.0,0.9433385207784828,0.01042104419512811,0.1302630524391014,288,0.07903645833333334,0.5270322856688606
0.00439082054093567,0.0,0.004774305555555556,"{""C10"": 288}",C10,45.68024999999989,2016-07-16 00:00:00,2016-07-16 23:55:00,1089.877697467804,16416563.626818964,0.013237847222222222,2016-07-16,0.0,0.9485269560355523,0.007022660561285216,0.08778325701606526,288,0.028906249999999998,0.12523806052550815
0.004271259137426898,0.0,0.006727430555555556,"{""C10"": 288}",C10,117.11525041666745,2016-07-17 00:00:00,2016-07-17 23:55:00,1606.8003129959106,94472751.25727525,0.029947916666666668,2016-07-17,0.0,0.939353476363443,0.0011762016097597514,0.014702520121996878,288,0.05364583333333333,0.05022153489586831
0.0043969289108187135,0.0,0.003689236111111111,"{""C02"": 288}",C02,100.14462500000035,2016-07-18 00:00:00,2016-07-18 23:55:00,2111.9268436431885,410378725.2633983,0.023220486111111112,2016-07-18,0.0,0.943347066677842,0.0006900723980919002,0.008625904976148754,288,0.04366319444444444,0.05000000000000024
0.004483419225146201,0.0,0.0030381944444444445,"{""C02"": 288}",C02,111.16160458333341,2016-07-19 00:00:00,2016-07-19 23:55:00,2615.2459383010864,1748412739.7415578,0.019965277777777776,2016-07-19,0.0,0.9380474329393367,0.0005916209648548159,0.007395262060685205,288,0.04105902777777778,0.05000000000000024
0.004467975146198832,0.0,0.0,"{""C02"": 288}",C02,28.331916666666555,2016-07-20 00:00:00,2016-07-20 23:55:00,3118.8229415416718,7325594501.652576,0.0008680555555555555,2016-07-20,0.0,0.9538482673901942,0.005286239252270747,0.06607799065338434,288,0.0024305555555555556,0.05000000000000024
0.004316540570175441,0.0,0.00021701388888888888,"{""C10"": 288}",C10,34.70373999999988,2016-07-21 00:00:00,2016-07-21 23:55:00,3662.547333717346,29909041882.666412,0.007378472222222222,2016-07-21,0.0,0.9517171082537137,0.0006033994039934596,0.0075424925499182555,288,0.017187499999999998,0.05000000000000024
0.0044624451754385975,0.0,0.006293402777777778,"{""C10"": 288}",C10,106.74577083333355,2016-07-22 00:00:00,2016-07-22 23:55:00,4229.90091085434,129452763674.08318,0.03407118055555555,2016-07-22,0.0,0.938277345783531,0.0005594167372183991,0.00699270921522998,288,0.050173611111111106,0.05000000000000024
0.004494109100877193,0.0,0.002170138888888889,"{""C02"": 288}",C02,90.15285416666674,2016-07-23 00:00:00,2016-07-23 23:55:00,4741.776522636414,548848928599.06726,0.028862847222222224,2016-07-23,0.0,0.9432566607107711,0.001808264802313611,0.02260331002892012,288,0.05060763888888889,0.05000000000000024
0.004505234831871347,0.0,0.0026041666666666665,"{""C02"": 288}",C02,67.9030629166664,2016-07-24 00:00:00,2016-07-24 23:55:00,5231.917063951492,2315011705563.967,0.007378472222222222,2016-07-24,0.0,0.9415163972635161,0.000816834479623583,0.010210430995294763,288,0.017838541666666666,0.05000000000000024
0.004303768274853803,0.0,0.003472222222222222,"{""C10"": 288}",C10,72.65613583333345,2016-07-25 00:00:00,2016-07-25 23:55:00,5718.988392114639,9334252602722.404,0.013237847222222222,2016-07-25,0.0,0.9465319746269282,0.0001977483252029159,0.002471854065036453,288,0.025434027777777774,0.05000000000000024
