abrupt_actuator_changes,actuator_command_changes,comfort_error_max,comfort_error_mean,comfort_error_min,context_counts_json,dominant_climate_context_id,electric_kw_max,electric_kw_mean,electric_kw_min,energy_cost_max,energy_cost_mean,energy_cost_min,first_timestamp,gas_kw_max,gas_kw_mean,gas_kw_min,heating_group_pct_max,heating_group_pct_mean,heating_group_pct_min,heating_ventilation_conflict_penalty_max,heating_ventilation_conflict_penalty_mean,heating_ventilation_conflict_penalty_min,indoor_air_speed_m_s_max,indoor_air_speed_m_s_mean,indoor_air_speed_m_s_min,indoor_rh_pct_max,indoor_rh_pct_mean,indoor_rh_pct_min,indoor_temp_c_max,indoor_temp_c_mean,indoor_temp_c_min,last_timestamp,lct_c_max,lct_c_mean,lct_c_min,learning_elapsed_sec_max,learning_elapsed_sec_mean,learning_elapsed_sec_min,light_on_max,light_on_mean,light_on_min,mpc_score_max,mpc_score_mean,mpc_score_min,oscillation_penalty_max,oscillation_penalty_mean,oscillation_penalty_min,oscillatory_actuator_reversals,outdoor_cloud_okta_max,outdoor_cloud_okta_mean,outdoor_cloud_okta_min,outdoor_rain_mm_day_max,outdoor_rain_mm_day_mean,outdoor_rain_mm_day_min,outdoor_rh_pct_max,outdoor_rh_pct_mean,outdoor_rh_pct_min,outdoor_solar_w_m2_max,outdoor_solar_w_m2_mean,outdoor_solar_w_m2_min,outdoor_temp_c_max,outdoor_temp_c_mean,outdoor_temp_c_min,outdoor_wind_m_s_max,outdoor_wind_m_s_mean,outdoor_wind_m_s_min,period,rl_q_delta_max,rl_q_delta_mean,rl_q_delta_min,rl_td_error_max,rl_td_error_mean,rl_td_error_min,state_estimation_temp_error_c_max,state_estimation_temp_error_c_mean,state_estimation_temp_error_c_min,state_estimation_uncertainty_radius_max,state_estimation_uncertainty_radius_mean,state_estimation_uncertainty_radius_min,steps,switch_penalty_max,switch_penalty_mean,switch_penalty_min,uct_c_max,uct_c_mean,uct_c_min,ventilation_group_pct_max,ventilation_group_pct_mean,ventilation_group_pct_min
8,14,0.00381605263157895,0.002553659539473686,0.0014528947368421035,"{""C11"": 288}",C11,12.124,11.3561389409722,0.161875,209.944,14.561555607638816,1.764,2017-03-18 00:00:00,197.82,1.8316666666666666,0.0,75.0,0.6944444444444444,0.0,0.75,0.008463541666666666,0.0,0.257798,0.24767926736111104,0.148457,61.1223,39.477973263888885,28.2604,15.9501,15.469970833333345,15.0521,2017-03-18 23:55:00,-14.0,-14.203993055555555,-14.75,125475.81586313248,125220.41886270708,124927.6462469101,1.0,0.6666666666666666,0.0,1.2561250276641612e+264,2.1431665456714748e+262,2.814107787947314e+235,1.25,0.0234375,0.0,6,8.0,5.833333333333333,0.0,2.4,2.399999999999987,2.4,69.0,55.592013888888886,47.0,466.6905,114.95672986111114,0.0,13.15,9.389322916666664,4.5,3.62,1.9176909722222224,0.36,2017-03-18,0.07068520971070374,0.0008974385278264935,6.178922085098293e-08,0.8835651213837967,0.01105537253906725,-0.0006373054422670332,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.0,0.04105902777777778,0.0,28.5,26.32204861111111,22.75,100.0,98.78472222222223,0.0
4,10,0.003387368421052633,0.0026158954678362567,0.001928684210526318,"{""C11"": 288}",C11,12.124,11.416841996527754,0.161875,269.89462,13.706425329861068,3.059,2017-03-19 00:00:00,263.76,1.6027083333333332,0.0,100.0,0.6076388888888888,0.0,0.75,0.006076388888888889,0.0,0.255932,0.24740542361111106,0.176634,46.5164,41.761608333333314,37.9799,15.7872,15.493830208333346,15.2329,2017-03-19 23:55:00,-6.75,-12.3671875,-14.25,125954.25073504448,125715.00827322155,125477.38420009613,1.0,0.6666666666666666,0.0,3.431067781751824e+292,5.8313339322307244e+290,1.5763226007319642e+264,1.3125,0.014539930555555556,0.0,4,8.0,7.833333333333333,6.0,20.4,6.4833333333333405,2.4,75.5,58.69097222222222,43.0,133.3333,44.78952291666667,0.0,13.17,9.722725694444442,6.65,3.23,1.6873263888888883,0.7208,2017-03-19,0.06914885931577916,0.0005068942367831126,1.2220732381607036e-07,0.8643607414472393,0.006282796495033676,-0.0007697339654525459,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.0625,0.029123263888888886,0.0,30.25,26.91059027777778,25.25,100.0,99.30555555555556,25.0
12,18,0.003926052631578946,0.00217733369883041,0.0,"{""C11"": 288}",C11,12.124,10.661326475694434,0.0,209.944,14.622459253472151,0.0,2017-03-20 00:00:00,197.82,3.4343749999999997,0.0,75.0,1.3020833333333333,0.0,0.75,0.004991319444444444,0.0,0.250588,0.2373375104166667,0.13705,63.2379,45.024265277777786,35.6222,15.9919,15.420656944444431,15.0155,2017-03-20 23:55:00,-10.25,-13.782118055555555,-15.25,126428.40665864944,126193.01763818413,125955.83814072609,1.0,0.6666666666666666,0.0,inf,inf,-5.993343065691427,2.0625,0.04383680555555555,0.0,7,8.0,3.2604166666666665,0.0,11.52,3.7066666666666594,2.4,81.0,68.03298611111111,52.0,659.3447,187.4019687500001,0.0,12.81,8.422934027777778,4.44,2.15,1.3171875,0.59,2017-03-20,0.0794891286958635,0.0011577934639138336,2.049737213294378e-08,0.9936141086982937,0.014399592629335066,-0.0004694712735163753,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.8125,0.07963541666666668,0.0,27.0,25.62152777777778,22.75,100.0,94.13194444444444,0.0
16,20,0.003679473684210524,0.0018725237573099423,0.0011092105263157896,"{""C11"": 288}",C11,12.124,11.229674045138866,0.161875,275.884,18.327382378472095,1.764,2017-03-21 00:00:00,263.76,4.12125,0.0,100.0,1.5625,0.0,1.0,0.013454861111111112,0.0,0.256129,0.2446871631944445,0.141269,62.7996,38.74316666666667,33.3332,15.8982,15.210650694444446,14.9215,2017-03-21 23:55:00,-9.0,-12.4140625,-14.25,126912.17414903641,126668.33834326763,126429.97017502785,1.0,0.6666666666666666,0.0,1.1248733318048682e+41,2.0855590775880916e+39,5823524536583.458,2.5,0.06076388888888889,0.0,9,8.0,4.899305555555555,0.0,13.92,6.417083333333338,2.4,80.0,66.59548611111111,49.0,333.3333,83.70508020833334,0.0,9.4,6.261371527777772,2.9625,3.28,1.731666666666666,0.67,2017-03-21,0.06503490152274197,0.0009001213274211557,7.269675528220887e-09,0.8129362690342745,0.011204296400320569,-0.00025946668522747185,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,4.0,0.13111979166666668,0.0,29.25,27.359375,23.75,100.0,97.48263888888889,0.0
4,8,0.0031144736842105276,0.0018458232821637421,0.0009673684210526302,"{""C11"": 288}",C11,12.124,11.458434895833308,0.0,202.19063,12.603226562499954,6.13462,2017-03-22 00:00:00,197.82,0.9158333333333333,0.0,75.0,0.3472222222222222,0.0,0.5625,0.0028211805555555555,0.0,0.254008,0.24806599652777786,0.139907,62.348,38.374084027777755,30.3203,15.6835,15.201343055555558,14.8676,2017-03-22 23:55:00,-7.5,-12.848090277777779,-14.5,127438.58200860023,127182.24906540994,126914.13440322876,1.0,0.6666666666666666,0.0,5.5340920576481276e+69,9.561467565453506e+67,1.3926712453793027e+41,1.3125,0.011284722222222222,0.0,3,8.0,5.927083333333333,2.0,18.24,5.580416666666671,2.4,85.0,66.37847222222223,44.0,553.7975,127.05738229166666,0.0,8.97,6.309010416666668,2.28,2.85,1.7702777777777774,0.56,2017-03-22,0.05538094251506048,0.00043027617597922837,8.314204558157456e-08,0.6922617814382563,0.005279494797074362,-0.00034212575640957255,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.0625,0.021744791666666666,0.0,29.5,27.192708333333332,23.25,100.0,99.47916666666667,0.0
8,16,0.0033078947368421043,0.0016072085160818716,0.00118921052631579,"{""C03"": 288}",C03,12.124,11.339276857638867,0.161875,275.884,15.460526857638769,6.13462,2017-03-23 00:00:00,197.82,3.205416666666667,0.0,75.0,1.2152777777777777,0.0,1.0,0.008463541666666666,0.0,0.256478,0.24790316666666662,0.15017,61.4801,47.56349756944448,39.9061,15.757,15.110459375000005,14.9519,2017-03-23 23:55:00,-5.25,-7.990451388888889,-11.5,127957.74764180183,127695.43169921885,127440.47041487694,1.0,0.6666666666666666,0.0,1.409832271630748e+98,2.4467756917773367e+96,6.923546085807004e+69,2.0625,0.029513888888888888,0.0,7,8.0,8.0,8.0,33.12,18.03416666666668,8.14,94.0,87.59027777777777,72.0,133.3333,42.58973090277778,0.0,6.7,5.336614583333333,3.4992,3.35,1.9623784722222222,0.37,2017-03-23,0.07111952467354968,0.000697080049775031,9.091260855242922e-09,0.888994058419371,0.008694992006145826,-0.0003505028148684808,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.8125,0.05277777777777778,0.0,29.75,28.37152777777778,26.75,100.0,98.78472222222223,0.0
6,10,0.0025939473684210516,0.0010530975877192984,5.263157894724575e-07,"{""C03"": 288}",C03,12.124,11.412907569444421,1.92588,269.89462,15.305199236111077,10.36,2017-03-24 00:00:00,263.76,2.2895833333333333,0.0,100.0,0.8680555555555556,0.0,0.75,0.010199652777777778,0.0,0.253933,0.24929741319444446,0.174019,46.485,39.15149305555556,27.2207,15.4857,14.899601736111107,14.4516,2017-03-24 23:55:00,-6.0,-11.019097222222221,-13.25,128496.62380599976,128226.89595156825,127959.49070048332,1.0,0.6666666666666666,0.0,8.640117671516042e+124,3.423078222658643e+123,1.7624794766959195e+98,2.0625,0.022786458333333332,0.0,4,8.0,6.222222222222222,3.0,21.84,9.777916666666655,5.04,94.0,82.49826388888889,74.0,246.8541,74.07344305555561,0.0,4.98,2.9955034722222234,-2.0808,2.82,2.119131944444445,1.28,2017-03-24,0.033897642664087894,0.0006649886576888905,7.956053726942969e-08,0.42372053330109866,0.008296728300418365,-0.00024491111936331134,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.8125,0.045182291666666666,0.0,29.5,28.08159722222222,26.5,100.0,99.21875,25.0
6,8,0.003413947368421053,0.0011524451754385953,0.0,"{""C11"": 288}",C11,12.124,11.432579861111087,1.295,209.944,29.062371527777614,10.36,2017-03-25 00:00:00,197.82,1.8316666666666666,0.0,75.0,0.6944444444444444,0.0,0.75,0.061197916666666664,0.0,0.250921,0.24706883680555564,0.144076,60.3243,38.30081458333332,26.9721,15.7973,14.932766319444442,14.4395,2017-03-25 23:55:00,-12.75,-12.8828125,-13.5,129026.11366224289,128774.11403740942,128498.71139264107,1.0,0.6666666666666666,0.0,6.046843056345651e+154,1.193343972912987e+153,20.409216066625973,2.0625,0.03689236111111111,0.0,3,7.0,3.767361111111111,1.0,5.52,5.519999999999985,5.52,95.0,80.0625,64.0,415.6922,123.8738020833333,0.0,6.88,3.186840277777779,-2.22,2.21,1.6817013888888903,0.79,2017-03-25,0.02430485949662088,0.000640521514688151,1.0719183030083457e-07,0.30381074370776096,0.007935077573157376,-0.00048557916989555583,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.8125,0.09596354166666668,0.0,29.5,27.223958333333332,23.25,100.0,99.13194444444444,0.0
7,11,0.0037305263157894745,0.0019228161549707588,0.00029684210526315796,"{""C00"": 288}",C00,12.124,11.376373263888864,0.0,275.884,15.726581597222102,0.0,2017-03-26 00:00:00,263.76,2.2895833333333337,0.0,100.0,0.8680555555555556,0.0,1.0,0.010633680555555556,0.0,0.252435,0.2440209305555555,0.139593,62.7476,40.58644375,34.8109,15.9176,15.230040972222232,14.6128,2017-03-26 23:55:00,-12.75,-13.768229166666666,-15.0,129568.73806548119,129284.37787659798,129027.8235938549,1.0,0.6666666666666666,0.0,1.6178759653860508e+156,6.216898854947649e+155,4.660202774925539e+154,2.5,0.027777777777777776,0.0,5,7.0,1.4826388888888888,0.0,5.52,3.8050000000000006,2.64,97.0,71.33159722222223,47.0,624.8499,216.36539479166666,0.0,12.16,6.3535243055555535,-0.81,2.52,1.1388715277777783,0.17,2017-03-26,0.0731887065351282,0.0006291182151779626,1.6010967218704764e-08,0.9148588316891024,0.0077106648338566165,-0.0006757753233310737,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,4.0,0.06514756944444444,0.0,28.0,26.30642361111111,22.75,100.0,98.78472222222223,0.0
4,8,0.004025789473684214,0.0027781926169590646,0.0013847368421052615,"{""C00"": 288}",C00,12.124,11.447755624999978,0.0,274.12,14.195255624999934,3.059,2017-03-27 00:00:00,263.76,1.1447916666666667,0.0,100.0,0.4340277777777778,0.0,1.0,0.008680555555555556,0.0,0.25527,0.24513072916666662,0.140514,62.6807,42.2589034722222,36.5289,16.0298,15.555223263888896,15.0262,2017-03-27 23:55:00,-14.0,-14.34982638888889,-15.0,130055.75133490562,129812.97041877276,129570.43484711647,1.0,0.6666666666666666,0.0,8.540302983803336e+156,3.726172758415026e+156,8.664621649476693e+155,1.3125,0.014322916666666666,0.0,3,7.0,1.4305555555555556,0.0,2.64,2.5454166666666524,2.4,82.0,58.515625,39.0,702.5715,232.97302048611112,0.0,15.11,10.206041666666659,4.17,3.1,1.1653819444444435,0.26,2017-03-27,0.07514591306597158,0.0005921753647079408,1.0585237575355677e-08,0.9393239133246447,0.007164314361360929,-0.0006705381385128106,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.0625,0.03910590277777778,0.0,26.25,25.721354166666668,22.5,100.0,99.39236111111111,0.0
6,16,0.00410552631578947,0.003006938961988305,0.0019563157894736827,"{""C11"": 288}",C11,12.124,11.345459618055534,1.764,199.74588,13.406084618055512,1.764,2017-03-28 00:00:00,197.82,2.060625,0.0,75.0,0.78125,0.0,0.1875,0.0026041666666666665,0.0,0.250487,0.24225123611111105,0.139185,61.4212,37.597688194444466,33.5339,16.0601,15.642636805555563,15.2434,2017-03-28 23:55:00,-14.0,-14.12673611111111,-14.5,130543.67512488365,130300.72451618563,130057.44608902931,1.0,0.6666666666666666,0.0,1.780933919513754e+185,3.1157322909658785e+183,7.194273726875705e+156,2.0625,0.02734375,0.0,7,8.0,4.930555555555555,1.0,2.4,2.399999999999987,2.4,65.0,48.032986111111114,34.0,172.2075,55.40849409722222,0.0,15.83,11.341788194444455,6.69,2.12,0.7788888888888887,0.12,2017-03-28,0.0549900708914815,0.0006027426694445508,6.474421243574113e-08,0.6873758861435189,0.007144100094973276,-0.0019017446041056374,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.8125,0.048437499999999994,0.0,27.5,26.63715277777778,22.5,100.0,98.69791666666667,0.0
8,12,0.004307894736842107,0.0028884630847953218,0.0016568421052631577,"{""C00"": 288}",C00,12.124,10.882879340277759,1.764,202.19063,12.943504340277734,1.764,2017-03-29 00:00:00,197.82,2.060625,0.0,75.0,0.78125,0.0,0.5625,0.001953125,0.0,0.256469,0.23869545069444476,0.0956239,62.0035,42.15437743055556,34.1799,16.137,15.59761597222223,15.1296,2017-03-29 23:55:00,-13.5,-14.034722222222221,-14.75,131033.31265640259,130789.64440906048,130545.3682000637,1.0,0.6666666666666666,0.0,7.705402702910253e+185,5.21886208817445e+185,1.7640993093129097e+185,2.0625,0.023654513888888888,0.0,4,3.0,0.9861111111111112,0.0,3.6,3.14291666666668,2.4,69.0,54.47569444444444,41.0,665.2993,218.92588611111114,0.0,16.17,10.705763888888892,5.3675,3.34,1.6432986111111096,0.02,2017-03-29,0.06013116371862373,0.0003698890189318696,4.903857209193063e-08,0.7516395464827965,0.004442032219291912,-0.0010237044153649233,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.8125,0.046267361111111106,0.0,27.25,25.90625,22.0,100.0,93.92361111111111,0.0
8,11,0.00433184210526316,0.0030491173245614043,0.001545526315789476,"{""C00"": 288}",C00,12.124,9.715468263888875,1.764,269.89462,12.234009930555526,1.764,2017-03-30 00:00:00,263.76,2.5185416666666662,0.0,100.0,0.9548611111111112,0.0,0.75,0.006510416666666667,0.0,0.253389,0.22037579027777765,0.0920146,65.5898,47.659364583333335,35.8415,16.1461,15.658664583333328,15.0873,2017-03-30 23:55:00,-13.5,-14.053819444444445,-15.0,131569.0837123394,131288.11011775417,131035.00937104225,1.0,0.6666666666666666,0.0,4.0982103211729837e+186,2.4303564918208825e+186,5.859647607558642e+185,1.3125,0.020399305555555556,0.0,4,8.0,2.670138888888889,0.0,3.84,3.216249999999997,2.88,72.0,56.317708333333336,40.0,578.3428,183.10601111111123,0.0,17.14,11.552673611111112,4.91,2.73,1.5196006944444453,0.44,2017-03-30,0.03010057947439146,0.00024031535467307949,3.5489589933490606e-08,0.37625724342989325,0.002847043046410955,-0.0009402912785959616,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.0625,0.043229166666666666,0.0,27.25,25.055555555555557,21.75,100.0,82.89930555555556,0.0
10,16,0.00435868421052632,0.0032643000730994136,0.0021523684210526316,"{""C11"": 288}",C11,12.124,8.761080312499999,0.0,263.76,11.05066364583329,1.764,2017-03-31 00:00:00,263.76,1.8316666666666666,0.0,100.0,0.6944444444444444,0.0,0.25,0.0030381944444444445,0.0,0.249659,0.20257660069444433,0.0835522,69.8341,53.959721874999985,42.3523,16.1563,15.740294097222225,15.3179,2017-03-31 23:55:00,-5.25,-13.174479166666666,-15.0,132182.8681385517,131873.69043394426,131571.36038327217,1.0,0.6666666666666666,0.0,1.0908538949870566e+215,1.8883352713372083e+213,5.192480457115538e+186,2.5,0.04014756944444445,0.0,7,8.0,4.652777777777778,0.0,24.48,5.193749999999998,2.88,87.0,57.295138888888886,34.0,560.9714,91.67663888888887,0.0,18.24,12.804791666666672,7.5817,1.95,0.9111631944444445,0.24,2017-03-31,0.06749708810870181,0.003152228699694693,3.443855133289375e-07,0.8437136013587726,0.03926056646216439,-0.000588882244564437,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,4.0,0.08315972222222223,0.0,28.75,24.640625,21.25,100.0,73.52430555555556,0.0
6,12,0.00414552631578947,0.0030010498903508764,0.0020057894736842104,"{""C08"": 288}",C08,12.124,10.661425364583314,0.161875,266.819,12.03517536458331,1.764,2017-04-01 00:00:00,263.76,1.37375,0.0,100.0,0.5208333333333334,0.0,0.5,0.002387152777777778,0.0,0.254822,0.23237588159722225,0.0836862,70.2657,57.261681597222214,49.8956,16.0753,15.640398958333337,15.2622,2017-04-01 23:55:00,-5.25,-9.711805555555555,-13.0,132710.2063384056,132457.62215570608,132185.07112574577,1.0,0.6666666666666666,0.0,7.105674892855946e+215,3.480520135477355e+215,1.0912146676714846e+215,1.5,0.016493055555555556,0.0,4,8.0,5.243055555555555,2.0,37.92,13.885416666666652,7.2,90.0,73.09895833333333,46.0,631.0715,147.05081527777782,0.0,16.38,11.253576388888892,6.94,3.12,0.9701215277777773,0.38,2017-04-01,0.0733972585416068,0.00596828005357992,2.3382266289839748e-07,0.917465731770085,0.07459321070927148,-0.00013961771310955218,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.25,0.03888888888888889,0.0,28.75,26.158854166666668,22.0,100.0,92.01388888888889,0.0
4,8,0.0038394736842105254,0.002402821637426898,0.0010315789473684196,"{""C11"": 288}",C11,12.124,11.433704027777754,1.295,67.86588,11.891620694444416,1.295,2017-04-02 00:00:00,65.94,0.45791666666666664,0.0,25.0,0.1736111111111111,0.0,0.0625,0.00043402777777777775,0.0,0.254487,0.24691023611111124,0.168815,61.076,48.93160034722223,36.0883,15.959,15.413072222222228,14.892,2017-04-02 23:55:00,-8.5,-11.381944444444445,-13.25,133206.89668631554,132960.240692969,132711.92981505394,1.0,0.6666666666666666,0.0,7.517747996148801e+243,1.3153388132606698e+242,7.805314284539587e+215,0.875,0.010416666666666666,0.0,3,8.0,6.434027777777778,2.0,15.6,8.85416666666662,4.8,77.0,71.56597222222223,62.0,140.0,50.20523576388888,0.0,13.98,8.829166666666666,3.0992,2.94,1.5731423611111102,0.27,2017-04-02,0.06577905177556723,0.0004134976295671041,7.099992926917764e-09,0.8222381471945903,0.005071042231140147,-0.0004981063963989119,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,0.875,0.01458333333333333,0.0,28.0,26.486979166666668,24.0,100.0,99.30555555555556,25.0
8,10,0.0031365789473684225,0.001087256944444445,0.00017605263157894843,"{""C03"": 288}",C03,12.124,11.3971697222222,0.0,266.819,12.99987805555552,0.0,2017-04-03 00:00:00,263.76,1.6027083333333332,0.0,100.0,0.6076388888888888,0.0,0.5,0.002170138888888889,0.0,0.253105,0.24876955208333365,0.146121,58.6828,36.71171076388887,31.1228,15.6919,14.913157638888883,14.5669,2017-04-03 23:55:00,-6.25,-11.614583333333334,-13.5,133709.83737158775,133457.1113034437,133208.61300992966,1.0,0.6666666666666666,0.0,4.3866940591512044e+271,9.663998150270211e+269,9.371894101895383e+243,1.5,0.024739583333333332,0.0,4,8.0,6.604166666666667,1.0,21.36,8.253333333333366,4.8,84.9167,76.421875,69.0,238.2617,61.21859236111115,0.0,5.94,3.131996527777779,-0.7875,2.66,2.124288194444445,1.59,2017-04-03,0.06712453860317422,0.0004562720759124445,2.24074318322387e-07,0.8390567325396776,0.005583202833967708,-0.0005648668373089416,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.25,0.05190972222222222,0.0,30.5,28.13628472222222,25.0,100.0,98.87152777777777,0.0
4,10,0.0027986842105263143,0.0012591493055555559,0.0001147368421052622,"{""C07"": 288}",C07,12.124,11.426959201388865,0.0,275.884,14.174459201388823,3.059,2017-04-04 00:00:00,263.76,1.8316666666666666,0.0,100.0,0.6944444444444444,0.0,1.0,0.007378472222222222,0.0,0.261107,0.25151279166666685,0.144778,56.7723,33.79310555555555,26.3393,15.5635,14.978196874999997,14.5436,2017-04-04 23:55:00,-13.0,-13.235243055555555,-14.0,134218.34474754333,133962.4052865853,133711.5424489975,1.0,0.6666666666666666,0.0,3.2463050158460407e+300,6.062949527407456e+298,5.08244242464268e+271,1.5,0.016059027777777776,0.0,4,6.0,1.6701388888888888,0.0,4.8,4.799999999999974,4.8,86.0,67.78125,51.0,772.7407,183.64419062500008,0.0,8.78,3.862864583333329,-1.1,4.29,2.5417187499999985,1.1467,2017-04-04,0.06922134000462163,0.00040641041829505875,8.138962148684925e-08,0.8652667500577704,0.005000482339648675,-0.00030188422696786343,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.25,0.041493055555555554,0.0,29.5,27.76996527777778,24.0,100.0,99.30555555555556,0.0
10,18,0.004332105263157896,0.002246387061403508,0.0002907894736842106,"{""C00"": 288}",C00,12.124,11.29431163194442,0.0,199.74588,14.499728298611053,0.0,2017-04-05 00:00:00,197.82,2.5185416666666662,0.0,75.0,0.9548611111111112,0.0,0.5,0.00390625,0.0,0.249851,0.24369043055555567,0.138633,59.0648,28.98839756944443,24.1432,16.1462,15.353417013888894,14.6105,2017-04-05 23:55:00,-13.0,-13.322916666666666,-14.25,134694.21492815018,134457.33396708302,134220.02906894684,1.0,0.6666666666666666,0.0,7.4562088799679265e+301,4.218080651502585e+301,2.806303144234124e+300,2.0625,0.043619791666666664,0.0,8,0.0,0.0,0.0,4.8,4.799999999999974,4.8,67.0,46.333333333333336,25.0,800.0,254.63780972222216,0.0,15.96,7.740121527777777,-0.66,1.98,1.3218576388888885,0.65,2017-04-05,0.06736366334221824,0.0006153409369310286,3.396844827641132e-08,0.842045791777728,0.007517373624501452,-0.0010973203140789423,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.8125,0.08207465277777778,0.0,29.75,28.557291666666668,23.25,100.0,98.09027777777777,0.0
6,16,0.004343157894736846,0.0021898062865497074,0.0,"{""C05"": 288}",C05,12.124,5.562960937499999,0.0,275.884,8.51840760416667,0.0,2017-04-06 00:00:00,197.82,1.6027083333333332,0.0,75.0,0.6076388888888888,0.0,1.0,0.010416666666666666,0.0,0.252458,0.17329084687500002,0.0863054,67.0619,42.940174999999996,31.1361,16.1504,15.731414236111114,14.9452,2017-04-06 23:55:00,-13.0,-13.5234375,-14.5,135167.66364097595,134932.42001538476,134695.84299993515,1.0,0.6666666666666666,0.0,inf,inf,-6.831320246140197,1.0,0.013671875,0.0,6,0.0,0.0,0.0,4.8,4.799999999999974,4.8,70.0,47.661458333333336,29.0,800.0,253.94729513888893,0.0,17.01,10.429600694444439,3.36,2.61,1.7657638888888891,0.82,2017-04-06,0.08,0.00421221249530368,1.868269716709392e-08,1.0,0.05249302862342776,-0.0005097362887064305,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.4,0.03830729166666667,0.0,28.5,25.985243055555557,22.0,100.0,52.552083333333336,0.0
9,13,0.004170789473684214,0.003064195906432751,0.0019318421052631572,"{""C11"": 288}",C11,12.124,10.509105520833318,0.0,202.19063,11.882855520833292,0.0,2017-04-07 00:00:00,197.82,0.9158333333333333,0.0,75.0,0.3472222222222222,0.0,0.5625,0.003689236111111111,0.0,0.255306,0.2310645194444444,0.0858873,67.3536,49.18789548611109,36.9891,16.0849,15.664254861111118,15.2341,2017-04-07 23:55:00,-6.0,-12.605034722222221,-15.0,135644.16888833046,135406.40797393688,135169.38595986366,1.0,0.6666666666666666,0.0,7.66813444106974e+28,1.337211877491799e+27,1.4166257906506656,0.875,0.019314236111111112,0.0,4,7.0,3.201388888888889,0.0,22.8,6.295000000000011,2.64,83.0,60.89409722222222,41.0,508.7209,128.3404864583333,0.0,16.3,11.44262152777778,6.63,3.42,1.3059027777777765,0.13,2017-04-07,0.07056554853107018,0.0012947449856707811,3.8229279186730025e-07,0.8820693566383772,0.015972873523306716,-0.0010314439827723287,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.0,0.04019097222222222,0.0,28.5,25.678819444444443,21.75,100.0,90.36458333333333,0.0
8,10,0.004608157894736844,0.0035416885964912265,0.0020471052631578965,"{""C08"": 288}",C08,12.124,8.102338958333325,1.295,269.89462,10.162963958333297,1.764,2017-04-08 00:00:00,263.76,1.8316666666666666,0.0,100.0,0.6944444444444444,0.0,0.75,0.005208333333333333,0.0,0.252765,0.19391499270833334,0.0819791,70.3303,51.32429548611111,31.359,16.231,15.845771875000013,15.2779,2017-04-08 23:55:00,-11.75,-12.080729166666666,-13.0,136149.24661684036,135892.73026861085,135645.84290885925,1.0,0.6666666666666666,0.0,4.944276392967475e+29,2.93865731322696e+29,7.656613634378711e+28,1.5,0.022786458333333332,0.0,3,8.0,4.159722222222222,1.0,7.68,7.680000000000007,7.68,83.0,47.85243055555556,33.0,594.6708,164.88081111111111,0.0,19.56,14.348871527777785,7.25,2.63,1.2583506944444447,0.03,2017-04-08,0.0660685697499755,0.005445829819637688,1.4422481653397767e-08,0.8258571218746937,0.06794936038673174,-0.0005079511210618337,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,2.25,0.058637152777777785,0.0,29.0,25.586805555555557,22.25,100.0,67.10069444444444,0.0
11,17,0.004204473684210525,0.0034765670687134497,0.0028949999999999987,"{""C06"": 288}",C06,12.124,9.495700486111101,1.764,269.89462,13.387992152777748,1.764,2017-04-09 00:00:00,263.76,3.4343749999999997,0.0,100.0,1.3020833333333333,0.0,0.75,0.004991319444444444,0.0,0.255058,0.21739090555555557,0.0879675,68.0539,49.06432326388895,30.4708,16.0932,15.820955902777769,15.6001,2017-04-09 23:55:00,-11.75,-12.924479166666666,-14.5,136639.89839553833,136400.6246791391,136151.1151790619,1.0,0.6666666666666666,0.0,2.5026292593547347e+36,1.6367808899799957e+35,5.219141365241554e+29,1.25,0.029296875,0.0,6,8.0,5.704861111111111,0.0,8.16,5.537499999999955,2.64,69.0,50.920138888888886,35.0,353.3333,89.74791909722224,0.0,16.46,13.437048611111116,10.89,3.1,1.6233333333333335,0.7,2017-04-09,0.06529244095767903,0.0009692971953005527,7.470557772393249e-08,0.8161555119709879,0.012059727773443697,-0.00027167266960748115,0.0,0.0,0.0,0.05,0.05000000000000024,0.05,288,4.0,0.07361111111111113,0.0,29.25,25.58159722222222,21.75,100.0,80.72916666666667,0.0
