id,fattening_day,growth_date,tbw_kg,feed_intake_kg_dm_day,beef_production_kg,heat_production,diet,breed,status,raw_json,biological_phase,adg_kg_day,feed_efficiency,dominant_limitation,daily_climate_context_id
86,86,2016-10-08,138.89401778974678,0.7284872941432063,51.53240987989071,5.762913219100341,2,6,OK,"{""fattening_day"": 86, ""growth_date"": ""2016-10-08"", ""tbw_kg"": 138.89401778974678, ""feed_intake_kg_dm_day"": 0.7284872941432063, ""beef_production_kg"": 51.53240987989071, ""heat_production"": 5.762913219100341, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 0.7320277836925015, ""feed_efficiency"": 1.0048600566924908, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 282, ""rad"": 0.0, ""mint"": 19.1716194, ""maxt"": 19.83611829, ""vpr"": 1.17927311295849, ""wind"": 0.0671051380208333, ""rain"": 4.559999999999968, ""aha"": 1.3, ""okta"": 3.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 150.36964791948662, ""feed1_available_kg_dm_day"": 0.0364243647071603, ""feed2_available_kg_dm_day"": 0.692062929436046, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 6.781015382093812, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C05""}",P2,0.7320277836925015,1.0048600566924908,balanced,C05
87,87,2016-10-09,140.06890107646157,0.740967985205098,51.98519130601794,5.755683429402673,2,6,OK,"{""fattening_day"": 87, ""growth_date"": ""2016-10-09"", ""tbw_kg"": 140.06890107646157, ""feed_intake_kg_dm_day"": 0.740967985205098, ""beef_production_kg"": 51.98519130601794, ""heat_production"": 5.755683429402673, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1748832867147883, ""feed_efficiency"": 1.5856060048121832, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 283, ""rad"": 0.0, ""mint"": 19.25993613, ""maxt"": 20.07030063, ""vpr"": 1.1933642337956911, ""wind"": 0.0738877074652777, ""rain"": 4.559999999999968, ""aha"": 1.3, ""okta"": 1.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 151.6581864596405, ""feed1_available_kg_dm_day"": 0.0370483992602549, ""feed2_available_kg_dm_day"": 0.703919585944843, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 6.897190034349601, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C05""}",P2,1.1748832867147883,1.5856060048121832,balanced,C05
88,88,2016-10-10,141.23958649059614,0.7734876720333886,52.43672606613515,5.792021700624655,2,6,OK,"{""fattening_day"": 88, ""growth_date"": ""2016-10-10"", ""tbw_kg"": 141.23958649059614, ""feed_intake_kg_dm_day"": 0.7734876720333886, ""beef_production_kg"": 52.43672606613515, ""heat_production"": 5.792021700624655, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1706854141345673, ""feed_efficiency"": 1.513515284680624, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 284, ""rad"": 0.0, ""mint"": 19.20672075, ""maxt"": 19.84279188, ""vpr"": 1.1810901467549302, ""wind"": 0.0726717291666666, ""rain"": 4.559999999999968, ""aha"": 1.3, ""okta"": 0.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 152.9476495340532, ""feed1_available_kg_dm_day"": 0.0386743836016694, ""feed2_available_kg_dm_day"": 0.7348132884317192, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 7.199894691488295, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C05""}",P2,1.1706854141345673,1.513515284680624,balanced,C05
89,89,2016-10-11,142.4150905106152,0.8053648889948699,52.89042622888788,5.826873258096191,2,6,OK,"{""fattening_day"": 89, ""growth_date"": ""2016-10-11"", ""tbw_kg"": 142.4150905106152, ""feed_intake_kg_dm_day"": 0.8053648889948699, ""beef_production_kg"": 52.89042622888788, ""heat_production"": 5.826873258096191, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1755040200190479, ""feed_efficiency"": 1.4595918397760392, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 285, ""rad"": 0.0, ""mint"": 19.15922559, ""maxt"": 19.65185787, ""vpr"": 1.1707523540396465, ""wind"": 0.0770571736111111, ""rain"": 4.559999999999968, ""aha"": 1.3, ""okta"": 2.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 154.2380244842784, ""feed1_available_kg_dm_day"": 0.0402682444497435, ""feed2_available_kg_dm_day"": 0.7650966445451264, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 7.496619013644628, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C05""}",P2,1.1755040200190479,1.4595918397760392,balanced,C05
90,90,2016-10-12,143.59507431047632,0.8227709042637099,53.34617706214498,5.830195939676601,2,6,OK,"{""fattening_day"": 90, ""growth_date"": ""2016-10-12"", ""tbw_kg"": 143.59507431047632, ""feed_intake_kg_dm_day"": 0.8227709042637099, ""beef_production_kg"": 53.34617706214498, ""heat_production"": 5.830195939676601, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1799837998611338, ""feed_efficiency"": 1.434158395424897, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 286, ""rad"": 0.0, ""mint"": 19.1681526, ""maxt"": 19.80231699, ""vpr"": 1.177654175870605, ""wind"": 0.0786652348958333, ""rain"": 4.559999999999968, ""aha"": 1.3, ""okta"": 1.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 155.52929866237736, ""feed1_available_kg_dm_day"": 0.0411385452131854, ""feed2_available_kg_dm_day"": 0.7816323590505244, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 7.658640312063818, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C05""}",P2,1.1799837998611338,1.434158395424897,balanced,C05
91,91,2016-10-13,144.77304855468907,0.8466546481066487,53.801526074359245,5.847605930340382,2,6,OK,"{""fattening_day"": 91, ""growth_date"": ""2016-10-13"", ""tbw_kg"": 144.77304855468907, ""feed_intake_kg_dm_day"": 0.8466546481066487, ""beef_production_kg"": 53.801526074359245, ""heat_production"": 5.847605930340382, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1779742442127485, ""feed_efficiency"": 1.391327912563902, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 287, ""rad"": 0.0, ""mint"": 19.04100771, ""maxt"": 19.91741475, ""vpr"": 1.1771312618059375, ""wind"": 0.0835514786458333, ""rain"": 4.559999999999968, ""aha"": 1.3, ""okta"": 1.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 156.82145943128802, ""feed1_available_kg_dm_day"": 0.0423327324053324, ""feed2_available_kg_dm_day"": 0.8043219157013163, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 7.880958581281454, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C05""}",P2,1.1779742442127485,1.391327912563902,balanced,C05
92,92,2016-10-14,145.9519235486112,0.8676385726992617,54.257575983360965,5.858681545532925,2,6,OK,"{""fattening_day"": 92, ""growth_date"": ""2016-10-14"", ""tbw_kg"": 145.9519235486112, ""feed_intake_kg_dm_day"": 0.8676385726992617, ""beef_production_kg"": 54.257575983360965, ""heat_production"": 5.858681545532925, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1788749939221361, ""feed_efficiency"": 1.3587166719139794, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 288, ""rad"": 0.0, ""mint"": 19.10800362, ""maxt"": 19.86723282, ""vpr"": 1.1778611405211552, ""wind"": 0.0746994241319443, ""rain"": 4.559999999999968, ""aha"": 1.3, ""okta"": 0.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 158.11449416519065, ""feed1_available_kg_dm_day"": 0.043381928634963, ""feed2_available_kg_dm_day"": 0.8242566440642987, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 8.07628431528284, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C05""}",P2,1.1788749939221361,1.3587166719139794,balanced,C05
93,93,2016-10-15,147.13041029504325,0.8932744555196371,54.71384018604515,5.879857778052928,2,6,OK,"{""fattening_day"": 93, ""growth_date"": ""2016-10-15"", ""tbw_kg"": 147.13041029504325, ""feed_intake_kg_dm_day"": 0.8932744555196371, ""beef_production_kg"": 54.71384018604515, ""heat_production"": 5.879857778052928, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1784867464320428, ""feed_efficiency"": 1.319288533496115, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 289, ""rad"": 0.0, ""mint"": 19.1802864, ""maxt"": 19.741908, ""vpr"": 1.1755599835322217, ""wind"": 0.0820603838541666, ""rain"": 4.559999999999968, ""aha"": 1.3, ""okta"": 1.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 159.40839024987196, ""feed1_available_kg_dm_day"": 0.0446637227759818, ""feed2_available_kg_dm_day"": 0.8486107327436553, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 8.31491210898098, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C05""}",P2,1.1784867464320428,1.319288533496115,balanced,C05
94,94,2016-10-16,148.31057944320756,0.9211185558330012,55.171107445475904,5.905793897993856,2,6,OK,"{""fattening_day"": 94, ""growth_date"": ""2016-10-16"", ""tbw_kg"": 148.31057944320756, ""feed_intake_kg_dm_day"": 0.9211185558330012, ""beef_production_kg"": 55.171107445475904, ""heat_production"": 5.905793897993856, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1801691481643104, ""feed_efficiency"": 1.281234799462964, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 290, ""rad"": 0.0, ""mint"": 19.03927431, ""maxt"": 19.75672857, ""vpr"": 1.1701011664683838, ""wind"": 0.0860846633680555, ""rain"": 4.559999999999968, ""aha"": 1.3, ""okta"": 1.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 160.70313508308658, ""feed1_available_kg_dm_day"": 0.04605592779165, ""feed2_available_kg_dm_day"": 0.875062628041351, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 8.574094766034111, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C05""}",P2,1.1801691481643104,1.281234799462964,balanced,C05
95,95,2016-10-17,149.49339336237335,0.9400602136125512,55.6297501238285,5.912316606102295,2,6,OK,"{""fattening_day"": 95, ""growth_date"": ""2016-10-17"", ""tbw_kg"": 149.49339336237335, ""feed_intake_kg_dm_day"": 0.9400602136125512, ""beef_production_kg"": 55.6297501238285, ""heat_production"": 5.912316606102295, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1828139191657954, ""feed_efficiency"": 1.258232081347606, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 291, ""rad"": 0.0, ""mint"": 18.9601446, ""maxt"": 19.94306907, ""vpr"": 1.174737488075488, ""wind"": 0.0869583258680554, ""rain"": 4.559999999999968, ""aha"": 1.3, ""okta"": 0.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 161.99871607491542, ""feed1_available_kg_dm_day"": 0.0470030106806275, ""feed2_available_kg_dm_day"": 0.8930572029319237, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 8.750410363846363, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C05""}",P2,1.1828139191657954,1.258232081347606,balanced,C05
96,96,2016-10-18,150.6749043429474,0.9796299010334306,56.08827142116567,5.963706614694342,2,6,OK,"{""fattening_day"": 96, ""growth_date"": ""2016-10-18"", ""tbw_kg"": 150.6749043429474, ""feed_intake_kg_dm_day"": 0.9796299010334306, ""beef_production_kg"": 56.08827142116567, ""heat_production"": 5.963706614694342, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1815109805740462, ""feed_efficiency"": 1.2060789276926391, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 292, ""rad"": 0.0, ""mint"": 18.89626881, ""maxt"": 19.58876211, ""vpr"": 1.1567438087921105, ""wind"": 0.1079648626736111, ""rain"": 4.472499999999972, ""aha"": 1.3, ""okta"": 5.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 163.29512064812286, ""feed1_available_kg_dm_day"": 0.0489814950516715, ""feed2_available_kg_dm_day"": 0.9306484059817592, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 9.11873890055915, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C06""}",P2,1.1815109805740462,1.2060789276926391,balanced,C06
97,97,2016-10-19,151.86420890007324,0.9764105360074607,56.55013965735248,5.921892171896312,2,6,OK,"{""fattening_day"": 97, ""growth_date"": ""2016-10-19"", ""tbw_kg"": 151.86420890007324, ""feed_intake_kg_dm_day"": 0.9764105360074607, ""beef_production_kg"": 56.55013965735248, ""heat_production"": 5.921892171896312, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.189304557125837, ""feed_efficiency"": 1.2180374066720943, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 293, ""rad"": 0.0, ""mint"": 18.80543865, ""maxt"": 19.80751719, ""vpr"": 1.1622223711906805, ""wind"": 0.0998018394097222, ""rain"": 3.120000000000004, ""aha"": 1.3, ""okta"": 1.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 164.59233623850974, ""feed1_available_kg_dm_day"": 0.048820526800373, ""feed2_available_kg_dm_day"": 0.9275900092070878, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 9.088771921124938, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C05""}",P2,1.189304557125837,1.2180374066720943,balanced,C05
98,98,2016-10-20,153.0424381152607,1.0010583122816266,57.00817238423991,5.94084940001888,2,6,OK,"{""fattening_day"": 98, ""growth_date"": ""2016-10-20"", ""tbw_kg"": 153.0424381152607, ""feed_intake_kg_dm_day"": 1.0010583122816266, ""beef_production_kg"": 57.00817238423991, ""heat_production"": 5.94084940001888, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1782292151874572, ""feed_efficiency"": 1.1769835989893738, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 294, ""rad"": 0.0, ""mint"": 18.86498094, ""maxt"": 19.66702512, ""vpr"": 1.158752948618005, ""wind"": 0.0935953618055554, ""rain"": 3.120000000000004, ""aha"": 1.3, ""okta"": 2.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 165.89035029526616, ""feed1_available_kg_dm_day"": 0.0500529156140813, ""feed2_available_kg_dm_day"": 0.9510053966675452, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 9.318202072334502, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C05""}",P2,1.1782292151874572,1.1769835989893738,balanced,C05
99,99,2016-10-21,154.22193932615548,1.0287956199761965,57.46706025997507,5.9664969999950745,2,6,OK,"{""fattening_day"": 99, ""growth_date"": ""2016-10-21"", ""tbw_kg"": 154.22193932615548, ""feed_intake_kg_dm_day"": 1.0287956199761965, ""beef_production_kg"": 57.46706025997507, ""heat_production"": 5.9664969999950745, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1795012108947844, ""feed_efficiency"": 1.1464873955451664, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 295, ""rad"": 0.0, ""mint"": 18.80101848, ""maxt"": 19.62828363, ""vpr"": 1.1543642326893604, ""wind"": 0.1040661534722222, ""rain"": 3.120000000000004, ""aha"": 1.3, ""okta"": 3.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 167.18915028131931, ""feed1_available_kg_dm_day"": 0.0514397809988098, ""feed2_available_kg_dm_day"": 0.9773558389773866, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 9.576390666215143, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C05""}",P2,1.1795012108947844,1.1464873955451664,balanced,C05
100,100,2016-10-22,155.40405548839115,1.0501348523923495,57.92732148054171,5.978169413528441,2,6,OK,"{""fattening_day"": 100, ""growth_date"": ""2016-10-22"", ""tbw_kg"": 155.40405548839115, ""feed_intake_kg_dm_day"": 1.0501348523923495, ""beef_production_kg"": 57.92732148054171, ""heat_production"": 5.978169413528441, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1821161622356726, ""feed_efficiency"": 1.1256803443316368, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 296, ""rad"": 0.0, ""mint"": 18.79538493, ""maxt"": 19.66763181, ""vpr"": 1.1558033074534648, ""wind"": 0.1043877840277777, ""rain"": 3.120000000000004, ""aha"": 1.3, ""okta"": 2.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 168.48872367368102, ""feed1_available_kg_dm_day"": 0.0525067426196174, ""feed2_available_kg_dm_day"": 0.9976281097727322, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 9.775023730126298, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C00""}",P2,1.1821161622356726,1.1256803443316368,balanced,C00
101,101,2016-10-23,156.58597056190797,1.070170303813741,58.3878867232377,5.986993555174579,2,6,OK,"{""fattening_day"": 101, ""growth_date"": ""2016-10-23"", ""tbw_kg"": 156.58597056190797, ""feed_intake_kg_dm_day"": 1.070170303813741, ""beef_production_kg"": 58.3878867232377, ""heat_production"": 5.986993555174579, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1819150735168193, ""feed_efficiency"": 1.104417744825152, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 297, ""rad"": 0.0, ""mint"": 18.79347819, ""maxt"": 19.73012088, ""vpr"": 1.1583931547484874, ""wind"": 0.1027833989583333, ""rain"": 3.120000000000004, ""aha"": 1.3, ""okta"": 0.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 169.78905796379138, ""feed1_available_kg_dm_day"": 0.053508515190687, ""feed2_available_kg_dm_day"": 1.0166617886230538, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 9.96152074300205, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C00""}",P2,1.1819150735168193,1.104417744825152,balanced,C00
102,102,2016-10-24,157.76712568613542,1.0943256128340044,58.84854301509813,6.004784783139627,2,6,OK,"{""fattening_day"": 102, ""growth_date"": ""2016-10-24"", ""tbw_kg"": 157.76712568613542, ""feed_intake_kg_dm_day"": 1.0943256128340044, ""beef_production_kg"": 58.84854301509813, ""heat_production"": 6.004784783139627, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.1811551242274447, ""feed_efficiency"": 1.0793452244698682, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 298, ""rad"": 0.0, ""mint"": 18.80942547, ""maxt"": 19.73627445, ""vpr"": 1.159339214336003, ""wind"": 0.1028464307291666, ""rain"": 3.288333333333343, ""aha"": 1.3, ""okta"": 2.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 171.09014065786073, ""feed1_available_kg_dm_day"": 0.0547162806417002, ""feed2_available_kg_dm_day"": 1.039609332192304, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 10.18636683619065, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C00""}",P2,1.1811551242274447,1.0793452244698682,balanced,C00
103,103,2016-10-25,158.9493274773973,1.161532426355078,59.30998222282397,6.11628883843305,2,6,OK,"{""fattening_day"": 103, ""growth_date"": ""2016-10-25"", ""tbw_kg"": 158.9493274773973, ""feed_intake_kg_dm_day"": 1.161532426355078, ""beef_production_kg"": 59.30998222282397, ""heat_production"": 6.11628883843305, ""diet"": 2, ""breed"": 6, ""biological_phase"": ""P2"", ""adg_kg_day"": 1.182201791261889, ""feed_efficiency"": 1.0177949099291805, ""dominant_limitation"": ""balanced"", ""status"": ""OK"", ""doy"": 299, ""rad"": 0.0, ""mint"": 18.9367437, ""maxt"": 19.53381333, ""vpr"": 1.156125372173494, ""wind"": 0.1222897569444445, ""rain"": 5.812083333333328, ""aha"": 1.3, ""okta"": 5.0, ""growth_start_date"": ""2016-07-15"", ""genetic_potential_tbw_kg"": 172.39195927720812, ""feed1_available_kg_dm_day"": 0.0580766213177539, ""feed2_available_kg_dm_day"": 1.103455805037324, ""feed3_available_kg_dm_day"": 0.0, ""feed4_available_kg_dm_day"": 0.0, ""beef_event_kg"": 0.0, ""me_uptake_mj_day"": 10.811951441346883, ""genotype"": 0.0, ""heat_stress"": 4.5, ""cold_stress"": 0.0, ""digestion_cap"": 0.0, ""energy"": 0.0, ""protein"": 0.0, ""scale"": 1, ""sex_animal"": 0, ""housing"": 0, ""case_id"": 1, ""daily_climate_context_id"": ""C11""}",P2,1.182201791261889,1.0177949099291805,balanced,C11
