fattening_day,doy,rad,mint,maxt,vpr,wind,rain,aha,okta,growth_start_date,growth_date,tbw_kg,genetic_potential_tbw_kg,feed_intake_kg_dm_day,feed1_available_kg_dm_day,feed2_available_kg_dm_day,feed3_available_kg_dm_day,feed4_available_kg_dm_day,beef_production_kg,beef_event_kg,me_uptake_mj_day,heat_production,genotype,heat_stress,cold_stress,digestion_cap,energy,protein,scale,breed,diet,sex_animal,housing,case_id
152,152,0,10.520219999999998,25.68747,1.218,1.65,0.0,0.424884555,5.364415097,1998-01-01,1998-06-01,231.2173138326942,236.82771076463882,3.1651485376236232,0.15825742688118116,3.006891110742442,0.0,0.0,93.6147084335143,0.0,28.767710648176166,7.697279953006609,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
153,153,0,18.49386,25.34079,1.423,1.55,7.0,0.434340454,6.330560393,1998-01-01,1998-06-02,232.28277520752448,238.15084065165524,2.864058596176495,0.14320292980882476,2.72085566636767,0.0,0.0,94.47632517560554,0.0,26.659662497933674,7.761059170643751,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
154,154,0,15.63375,25.514129999999998,1.493,0.5,0.2,0.433609877,3.269536198,1998-01-01,1998-06-03,233.66880772396004,239.47409724006906,2.363404567233049,0.11817022836165246,2.2452343388713967,0.0,0.0,95.03076961497194,0.0,21.999399101897886,6.337428133414248,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
155,155,0,16.760460000000002,28.634249999999998,1.723,0.7,0.0,0.432924714,3.024472115,1998-01-01,1998-06-04,234.79808912864772,240.7974692421709,2.288749231986205,0.11443746159931026,2.1743117703868946,0.0,0.0,95.48341704316346,0.0,21.304481042606792,6.081856774344457,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
156,156,0,18.75387,32.10105,1.888,0.8,0.0,0.432284312,4.368820375,1998-01-01,1998-06-05,235.88020586289403,242.1209453997575,2.1253199348163325,0.10626599674081663,2.019053938075516,0.0,0.0,95.9176106706839,0.0,19.783223792269855,5.5867519815937925,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
157,157,0,19.01388,27.76755,1.878,0.9,5.0,0.43168806,5.63145226,1998-01-01,1998-06-06,236.87287233148993,243.44451448433733,2.385010158431151,0.11925050792155756,2.2657596505095934,0.0,0.0,96.31625809881972,0.0,22.200511526824762,6.354740461707607,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
158,158,0,18.58053,23.26071,1.463,1.75,1.0,0.431135388,5.815534153,1998-01-01,1998-06-07,238.00072922230748,244.76816529733236,2.9900441586377817,0.1495022079318891,2.8405419507058927,0.0,0.0,96.76944156282266,0.0,27.83238032546491,7.884281147834774,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
159,159,0,14.07369,23.43405,1.203,1.05,0.0,0.430625765,4.99348355,1998-01-01,1998-06-08,239.3979691785213,246.09188667027854,2.9166172801325243,0.14583086400662623,2.770786416125898,0.0,0.0,97.3314532349147,0.0,27.1488971726271,7.657815608539708,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
160,160,0,14.94039,27.3342,1.478,0.9,16.0,0.430158703,4.76009245,1998-01-01,1998-06-09,240.75207742125548,247.41566746502338,3.0979018475366447,0.15489509237683224,2.9430067551598125,0.0,0.0,97.8772251376623,0.0,28.15651237439082,7.872556176680139,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
161,161,0,19.79391,23.52072,1.518,1.45,3.2,0.429733751,6.356066514,1998-01-01,1998-06-10,242.1412618752505,248.73949657392103,2.886467623820018,0.1443233811910009,2.742144242629017,0.0,0.0,98.43817944252751,0.0,26.86825359124467,7.499648132660459,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
162,162,0,15.89376,20.660610000000002,1.063,2.15,5.0,0.4293505,5.074457592,1998-01-01,1998-06-11,243.46178384341542,250.06336292002499,3.4126166769680424,0.17063083384840216,3.2419858431196404,0.0,0.0,98.97246505035848,0.0,31.016923202556878,8.0557968977066,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
163,163,0,12.6003,18.927210000000002,1.008,1.9,0.4,0.42900858,6.153788805,1998-01-01,1998-06-12,244.87744043662403,251.38725545727925,3.435676043948976,0.17178380219744882,3.263892241751527,0.0,0.0,99.5462304137952,0.0,31.226507425588533,8.064104832292035,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
164,164,0,10.26021,21.44064,1.068,0.95,0.2,0.428707659,4.440301695,1998-01-01,1998-06-13,246.2914326604544,252.71116317070613,3.4587140384277806,0.17293570192138907,3.2857783365063917,0.0,0.0,100.12049935349732,0.0,31.435897396138888,7.806528041490379,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
165,165,0,15.46041,21.613979999999998,1.293,1.45,11.8,0.428447449,6.369446969,1998-01-01,1998-06-14,247.36396580074876,254.03507507659134,3.4843273239614208,0.17421636619807107,3.31011095776335,0.0,0.0,100.98962643066284,0.0,31.668693923133507,8.084488905605449,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
166,166,0,14.94039,21.87399,1.243,1.2,3.6,0.428227696,5.687621277,1998-01-01,1998-06-15,248.77881860918959,255.35898022266838,3.5072594774078683,0.17536297387039343,3.331896503537475,0.0,0.0,101.56378154344034,0.0,31.877121915388905,8.092579823040758,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
167,167,0,13.640339999999998,21.96066,1.053,1.5,0.2,0.428048187,3.841007812,1998-01-01,1998-06-16,250.1919875295536,256.6828676882994,3.5301677823571658,0.1765083891178583,3.3536593932393073,0.0,0.0,102.13844580713973,0.0,32.08533315109803,8.10063149725819,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
168,168,0,11.04024,22.914029999999997,1.063,0.75,0.0,0.427908749,3.02412154,1998-01-01,1998-06-17,251.60349223171394,258.00672658465317,3.269399274663418,0.1634699637331709,3.105929310930247,0.0,0.0,102.71361589091664,0.0,29.71523491200475,7.932001865548162,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
169,169,0,12.16695,25.77414,1.163,0.7,0.0,0.427809248,1.784947148,1998-01-01,1998-06-18,252.98263883823387,259.3305460548827,2.94259150811328,0.14712957540566401,2.795461932707616,0.0,0.0,103.27674789121686,0.0,27.3906744018136,7.388033390266877,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
170,170,0,14.3337,28.37424,1.328,0.8,0.0,0.427749585,1.003838567,1998-01-01,1998-06-19,254.26456134797687,260.65431527429774,2.7118106158505757,0.1355905307925288,2.576220085058047,0.0,0.0,103.80118530307895,0.0,25.242484868642283,6.715515205439787,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
171,171,0,15.547080000000001,32.5344,1.473,1.15,0.0,0.427729704,0.638845603,1998-01-01,1998-06-20,255.42769050764957,261.9780234505382,2.599516946641891,0.12997584733209455,2.4695410993097964,0.0,0.0,104.27777353312854,0.0,24.19721598840543,6.407828178404621,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
172,172,0,17.62716,32.79441,1.483,1.3,0.0,0.427749585,2.498790988,1998-01-01,1998-06-21,256.5358604960078,263.30165982374217,2.556702876474119,0.12783514382370595,2.428867732650413,0.0,0.0,104.73237202131835,0.0,23.798687598532602,6.266957703685861,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
173,173,0,20.487270000000002,26.814179999999997,1.678,1.3,0.0,0.427809248,6.153004125,1998-01-01,1998-06-22,257.61819039232705,264.62521366671376,2.702479598917916,0.13512397994589584,2.5673556189720204,0.0,0.0,105.1768060423727,0.0,25.155628488497232,6.5774703873206875,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
174,174,0,17.45382,27.16086,1.333,1.3,0.4,0.427908749,3.742458009,1998-01-01,1998-06-23,258.75267226721354,265.9486742850879,2.9358124092875606,0.14679062046437805,2.7890217888231827,0.0,0.0,105.6430733511427,0.0,27.327572170953147,7.191416588059461,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
175,175,0,15.807089999999999,28.72092,1.463,0.95,0.0,0.428048187,0.721444024,1998-01-01,1998-06-24,259.9912809485817,267.2720310174923,2.7898197112421173,0.13949098556210587,2.650328725680011,0.0,0.0,106.15268480027356,0.0,25.968620904296017,6.836950030478308,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
176,176,0,18.06051,25.34079,1.583,1.25,0.8,0.428227696,5.521177162,1998-01-01,1998-06-25,261.166867199379,268.5952732357083,3.006257516305809,0.15031287581529046,2.8559446404905184,0.0,0.0,106.6370568707264,0.0,27.983299948396134,7.275124059811192,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
177,177,0,18.84054,24.30075,1.663,0.65,0.0,0.428447449,6.622905413,1998-01-01,1998-06-26,262.41589936324596,269.9183903448286,2.754715516610657,0.13773577583053284,2.616979740780124,0.0,0.0,107.15231654858094,0.0,25.641858741543523,6.68981267620578,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
178,178,0,18.58053,28.807589999999998,1.788,1.3,0.0,0.428707659,4.729480595,1998-01-01,1998-06-27,263.56250348522445,271.24137178341243,2.80814347792614,0.14040717389630702,2.667736304029833,0.0,0.0,107.62601234079287,0.0,26.139184954954445,6.772276640793473,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
179,179,0,18.6672,25.34079,1.388,1.3,0.0,0.42900858,4.772820504,1998-01-01,1998-06-28,264.72157288939724,272.56420702364017,3.053561273127736,0.15267806365638684,2.9008832094713495,0.0,0.0,108.10539476438538,0.0,28.423619917212587,7.274119600213167,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
180,180,0,13.20699,27.68088,1.238,0.7,0.0,0.4293505,0.895178365,1998-01-01,1998-06-29,265.96470962233565,273.88688557146315,2.977808918136563,0.14889044590682815,2.8289184722297347,0.0,0.0,108.62014524633447,0.0,27.718490413163888,7.0729052696591195,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
181,181,0,15.63375,26.90085,1.433,1.0,0.0,0.429733751,6.033843765,1998-01-01,1998-06-30,267.171454146934,275.2093969667535,3.037010902083423,0.15185054510417118,2.885160356979252,0.0,0.0,109.12054560085392,0.0,28.269563255506714,7.16714758076751,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
182,182,0,16.84713,27.42087,1.588,1.25,17.0,0.430158703,4.960587227,1998-01-01,1998-07-01,268.39236116444056,276.5317307834505,3.8891826933137312,0.19445913466568657,3.6947235586480445,0.0,0.0,109.62748663718267,0.0,35.348382879732085,8.294386018204044,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
183,183,0,18.927210000000002,26.4675,1.818,1.05,10.0,0.430625765,5.936593643,1998-01-01,1998-07-02,269.80303625099435,277.8538766297049,3.1050749719490103,0.15525374859745056,2.94982122335156,0.0,0.0,110.21402182018643,0.0,28.90312750355484,7.3599809320639,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
184,184,0,18.927210000000002,25.6008,1.653,1.45,0.0,0.431135388,5.572785188,1998-01-01,1998-07-03,271.0522512275278,279.17582414802155,3.1031286446843698,0.1551564322342185,2.9479722124501513,0.0,0.0,110.73444788542307,0.0,28.8850104063505,7.3232982201062535,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
185,185,0,15.547080000000001,24.99411,1.353,1.2,0.0,0.43168806,3.129972337,1998-01-01,1998-07-04,272.29319304407596,280.497563015399,3.5171756805227727,0.17585878402613866,3.341316896496634,0.0,0.0,111.2521760870638,0.0,31.96724926914408,7.7695095936038,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
186,186,0,16.50045,26.814179999999997,1.408,1.25,0.0,0.432284312,1.215000865,1998-01-01,1998-07-05,273.60761062195724,281.81908294346704,3.1541867973632445,0.15770933986816227,2.9964774574950823,0.0,0.0,111.80133773119236,0.0,29.360277609334386,7.361682172285446,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
187,187,0,15.547080000000001,28.46091,1.458,0.95,0.0,0.432924714,0.622191686,1998-01-01,1998-07-06,274.85081279871304,283.1403736786234,3.060040976463699,0.15300204882318497,2.907038927640514,0.0,0.0,112.32160245939694,0.0,28.483935269787466,6.999986690310527,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
188,188,0,18.06051,25.86081,1.423,1.8,0.0,0.433609877,5.660633161,1998-01-01,1998-07-07,276.03102542544474,284.4614250021664,3.6119623222686696,0.18059811611343352,3.4313642061552363,0.0,0.0,112.8162096541634,0.0,32.828755340864035,7.896258842909742,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
189,189,0,15.373739999999998,24.30075,1.183,1.1,0.0,0.434340454,4.504071556,1998-01-01,1998-07-08,277.3603980772732,285.7822267304257,3.572976280247997,0.17864881401239985,3.394327466235597,0.0,0.0,113.3740104695291,0.0,32.47441520079264,7.391547323525902,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
190,190,0,14.767050000000001,25.94748,1.313,1.25,0.0,0.424884555,3.05403969,1998-01-01,1998-07-09,278.3620880414251,287.1027687148928,3.6363824686048956,0.1818191234302448,3.454563345174651,0.0,0.0,114.18882249548467,0.0,33.050707547983556,7.855495636988011,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
191,191,0,18.49386,25.514129999999998,1.468,1.3,0.0,0.425636195,6.137624097,1998-01-01,1998-07-10,279.6824705602562,288.4230408423466,3.2291111981511107,0.16145555990755556,3.067655638243555,0.0,0.0,114.742599015476,0.0,30.057700225104554,7.349494786855848,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
192,192,0,19.10055,27.074189999999998,1.493,1.6,0.2,0.426430969,4.266284555,1998-01-01,1998-07-11,280.91560580548725,289.7430330349787,3.2428599089278345,0.16214299544639174,3.0807169134814427,0.0,0.0,115.26065809529825,0.0,30.18567804985244,7.345163370012622,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
193,193,0,17.62716,30.801,1.483,1.0,0.0,0.427269586,0.642336677,1998-01-01,1998-07-12,282.1460702001084,291.0627352505163,2.9855146229959577,0.1492757311497979,2.83623889184616,0.0,0.0,115.77832825061239,0.0,27.790217818159864,6.620290941367554,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
194,194,0,17.28048,26.4675,1.603,1.0,1.0,0.428152795,6.017054031,1998-01-01,1998-07-13,283.2533667045807,292.3821374823424,3.158740713782579,0.15793703568912898,3.00080367809345,0.0,0.0,116.24483663017,0.0,29.40266706147246,7.1093029957412766,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
195,195,0,14.50704,24.30075,1.093,1.5,0.0,0.429081385,1.482450823,1998-01-01,1998-07-14,284.4409182093211,293.7012297596134,4.187368314842005,0.20936841574210027,3.977999899099905,0.0,0.0,116.7456738582578,0.0,38.05856143141937,8.425897338177815,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
196,196,0,13.987020000000001,24.82077,1.118,1.15,0.0,0.430056185,3.831563061,1998-01-01,1998-07-15,285.8463350305159,295.0200021473772,3.814897041193237,0.19074485205966185,3.624152189133575,0.0,0.0,117.33915196429992,0.0,34.67320820147892,8.076506142279735,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
197,197,0,15.89376,27.16086,1.358,1.05,0.0,0.431078065,6.720015756,1998-01-01,1998-07-16,287.1908728816617,296.33844474668547,3.2980257574539977,0.1649012878726999,3.133124469581298,0.0,0.0,117.90802135429864,0.0,30.699181127297514,7.293699385415618,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
198,198,0,17.97384,28.72092,1.523,1.15,0.0,0.432147936,4.804625978,1998-01-01,1998-07-17,288.4029194169502,297.65654769470666,3.103219286551923,0.15516096432759618,2.948058322224327,0.0,0.0,118.42172938476224,0.0,28.885854132662654,6.861131787028047,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
199,199,0,18.84054,30.974339999999998,1.598,1.05,0.0,0.433266755,3.010928169,1998-01-01,1998-07-18,289.54137401322856,298.97430116483577,3.036508323305133,0.15182541616525666,2.8846829071398763,0.0,0.0,118.90489642116842,0.0,28.26488507586831,6.518162833095782,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
200,200,0,18.32052,34.96116,1.733,1.4,5.0,0.434435517,1.415624508,1998-01-01,1998-07-19,290.62147313605766,300.2916953668023,3.067050648328379,0.153352532416419,2.91369811591196,0.0,0.0,119.3638146183473,0.0,28.54918375540962,6.551584318253841,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
201,201,0,21.44064,35.654520000000005,1.368,2.4,0.0,0.435655264,1.174004108,1998-01-01,1998-07-20,291.70579450472235,301.6087205467753,3.110640439389887,0.1555320219694944,2.955108417420393,0.0,0.0,119.82496888611794,0.0,28.954932827585253,6.613486360341086,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
202,202,0,19.70724,27.42087,1.628,1.3,0.2,0.436927082,5.169569614,1998-01-01,1998-07-21,292.7990260799386,302.9253669874688,3.2077761945043273,0.16038880972521638,3.047387384779111,0.0,0.0,120.29036639202602,0.0,29.859106524062703,6.953352527375976,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
203,203,0,18.06051,30.020970000000002,1.533,0.75,0.0,0.438252101,2.160384447,1998-01-01,1998-07-22,293.94701717283107,304.2416250082417,3.0926681768618223,0.15463340884309115,2.9380347680187313,0.0,0.0,120.77956706208599,0.0,28.787640700963923,6.506213788738531,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
204,204,0,17.97384,32.274390000000004,1.598,1.05,0.0,0.439631499,2.002948341,1998-01-01,1998-07-23,295.0197368652507,305.55748496519834,3.108178809576227,0.15540894047881137,2.952769869097416,0.0,0.0,121.23722614292654,0.0,28.9320191134194,6.506864598404329,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
205,205,0,17.97384,31.06101,1.498,1.05,0.0,0.441066499,2.46184887,1998-01-01,1998-07-24,296.0912872430408,306.87293725128586,3.047726026411242,0.1523863013205621,2.89533972509068,0.0,0.0,121.69482189461888,0.0,28.36930339301102,6.532253139925682,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
206,206,0,18.40719,29.84763,1.368,1.1,0.0,0.442558373,1.333324,1998-01-01,1998-07-25,297.16574255887326,308.18797229638994,3.1653815003585133,0.15826907501792567,3.0071124253405874,0.0,0.0,122.1540956336815,0.0,29.464481833373974,6.743786192997377,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
207,207,0,16.67379,31.84104,1.348,0.95,0.0,0.432997745,2.458297444,1998-01-01,1998-07-26,298.2736708398779,309.50258056742837,3.107793069293528,0.1553896534646764,2.9524034158288512,0.0,0.0,122.62813472331382,0.0,28.92842850750012,6.594469222331323,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
208,208,0,18.40719,25.94748,1.668,1.3,10.0,0.434467955,6.054541546,1998-01-01,1998-07-27,299.3557050162019,310.81675256844267,4.0361815475947695,0.2018090773797385,3.834372470215031,0.0,0.0,123.09158808645637,0.0,36.68444039971983,8.110771692880919,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
209,209,0,19.36056,24.38742,1.518,1.4,0.0,0.435993145,6.767359835,1998-01-01,1998-07-28,300.6849361057192,312.1304788406875,3.8057992932890077,0.1902899646644504,3.615509328624557,0.0,0.0,123.66148638954141,0.0,34.59051970324642,7.47222508938804,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
210,210,0,19.44723,28.287570000000002,1.518,1.35,0.0,0.437574618,4.186116841,1998-01-01,1998-07-29,301.90743327454953,313.44374996271836,3.3526789993301938,0.1676339499665097,3.185045049363684,0.0,0.0,124.1865145660513,0.0,31.207912682155527,7.000535071638536,5.5,0.0,0.0,0.0,0.0,0.0,1,6,5,0,0,5
211,211,0,19.273889999999998,28.37424,1.643,1.55,0.0,0.439213724,5.513288191,1998-01-01,1998-07-30,303.05106371157547,314.75655655047717,7.6849101178591495,0.3030510637115755,7.381859054147574,0.0,0.0,124.67835681137755,0.0,64.85436079109438,7.0358539257516615,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
212,212,0,18.6672,26.55417,1.323,1.2,1.0,0.440911866,3.068158412,1998-01-01,1998-07-31,304.1989497200842,316.0688892573762,7.867338470840515,0.3041989497200842,7.563139521120431,0.0,0.0,125.17260825906273,0.0,66.36959208880603,7.399110777528129,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
213,213,0,18.6672,20.22726,1.448,0.65,15.0,0.442670499,6.955476115,1998-01-01,1998-08-01,305.4045033209427,317.38073877437955,8.017656349749796,0.3054045033209427,7.7122518464288525,0.0,0.0,125.69230594203137,0.0,67.61916152969567,7.750426184097811,0.0,0.0,0.0,2.5,0.0,0.0,1,6,5,0,0,5
214,214,0,15.980430000000002,20.92062,1.458,0.55,0.0,0.444491132,6.71142645,1998-01-01,1998-08-02,306.66548583443006,318.69209583008296,7.9240475728209425,0.30666548583443004,7.617382086986512,0.0,0.0,126.2366316303785,0.0,66.84909648370092,7.489235791136698,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
215,215,0,14.85372,25.77414,1.428,1.5,0.0,0.446375327,3.944829009,1998-01-01,1998-08-03,307.8820966536739,320.0029511907916,8.06760095068293,0.3078820966536739,7.759718854029256,0.0,0.0,126.76259269583741,0.0,68.04269631103169,7.802117632838544,0.0,0.0,0.0,2.5,0.0,0.0,1,6,5,0,0,5
216,216,0,15.980430000000002,28.02756,1.548,1.65,0.0,0.448324705,2.743419054,1998-01-01,1998-08-04,309.1477004221315,321.3132956605964,8.093078598061313,0.30914770042213147,7.7839308976391814,0.0,0.0,127.31048860911312,0.0,68.25875608101026,7.8069550847136835,0.0,4.5,0.0,2.5,0.0,0.0,1,6,5,0,0,5
217,217,0,18.58053,27.50754,1.433,1.95,0.0,0.450340943,0.434570213,1998-01-01,1998-08-05,310.41214073037054,322.6231200814474,8.118509318833956,0.31041214073037054,7.808097178103585,0.0,0.0,127.85870901452756,0.0,68.47442259190012,7.83095034949107,0.0,4.5,0.0,2.5,0.0,0.0,1,6,5,0,0,5
218,218,0,15.46041,29.9343,1.303,1.2,0.0,0.440579076,0.406198703,1998-01-01,1998-08-06,311.67852634611006,323.93241533322646,7.856137427267002,0.3116785263461101,7.544458900920891,0.0,0.0,128.40860082482413,0.0,66.30692058134477,7.206104779161258,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
219,219,0,16.32711,31.84104,1.388,0.95,0.0,0.442549859,0.357944787,1998-01-01,1998-08-07,312.84208352896337,325.24117233381753,7.571127862811795,0.31284208352896337,7.258285779282832,0.0,0.0,128.9146060336935,0.0,63.951551677778134,6.4996231817453065,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
220,220,0,16.24044,33.834450000000004,1.683,0.7,0.0,0.444585649,0.2702812,1998-01-01,1998-08-08,313.8901757705584,326.549382039174,7.459703727128665,0.31389017577055844,7.145813551358106,0.0,0.0,129.37095969164943,0.0,63.033108736833064,6.126967757748,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
221,221,0,19.273889999999998,35.654520000000005,1.773,0.5,0.0,0.446688144,0.359753482,1998-01-01,1998-08-09,314.8770884775368,327.8570354433866,7.3295647640261885,0.3148770884775368,7.014687675548652,0.0,0.0,129.80107151463713,0.0,61.959449884974156,5.700889005623516,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
222,222,0,19.273889999999998,36.694559999999996,1.718,0.75,0.0,0.4488591,1.718835585,1998-01-01,1998-08-10,315.79446750492644,329.1641235787471,7.367040676085198,0.31579446750492646,7.051246208580271,0.0,0.0,130.20118454295226,0.0,62.27346198693815,5.7761258095126795,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
223,223,0,19.70724,37.38792,1.798,0.7,0.0,0.45110034,1.166712494,1998-01-01,1998-08-11,316.7231633795599,330.4706375158112,7.344503842733536,0.3167231633795599,7.027780679353976,0.0,0.0,130.60646933561117,0.0,62.09057847112838,5.6723895738948436,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
224,224,0,21.70065,36.43455,1.888,1.25,0.4,0.453413747,2.867901133,1998-01-01,1998-08-12,317.63438454395293,331.77656836345955,7.396092493953506,0.31763438454395293,7.078458109409553,0.0,0.0,131.00437441720607,0.0,62.521427660141725,5.789863463663183,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
225,225,0,20.14059,28.46091,1.598,1.15,0.0,0.455801274,4.021507716,1998-01-01,1998-08-13,318.5636953427525,333.08190726895725,7.67299206944215,0.31856369534275253,7.354428374099397,0.0,0.0,131.41041379443874,0.0,64.81805769776403,6.57688762732141,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
226,226,0,15.373739999999998,28.72092,1.103,1.15,0.0,0.458264942,1.174947355,1998-01-01,1998-08-14,319.6184044970902,334.3866454180104,8.03029996425528,0.31961840449709017,7.71068155975819,0.0,0.0,131.87153498562787,0.0,67.78102061536318,7.421448473779542,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
227,227,0,14.593710000000002,33.4011,1.278,0.75,0.0,0.460806845,0.946387682,1998-01-01,1998-08-15,320.8072289799006,335.69077403482197,7.677571367558182,0.32080722897990055,7.356764138578281,0.0,0.0,132.39179695882063,0.0,64.86499957093558,6.502778137799492,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
228,228,0,18.06051,33.22776,1.503,0.75,0.0,0.463429149,1.891179469,1998-01-01,1998-08-16,321.8474752605704,336.99428438214545,7.588651405978114,0.3218474752605704,7.266803930717543,0.0,0.0,132.84764232259926,0.0,64.13287298703295,6.197458870433428,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
229,229,0,17.8005,33.57444,1.678,1.2,3.0,0.453179608,2.16287761,1998-01-01,1998-08-17,322.8378079728554,338.29716776133694,7.698080299245504,0.3228378079728554,7.375242491272648,0.0,0.0,133.28202295876875,0.0,65.0429918430893,6.484057972596247,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
230,230,0,19.79391,29.32761,1.913,1.05,4.2,0.455730671,3.169485016,1998-01-01,1998-08-18,323.87291528080016,339.5994155124049,7.756474189605238,0.3238729152808002,7.432601274324438,0.0,0.0,133.73641184049913,0.0,65.53069066786898,6.617170474882657,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
231,231,0,18.84054,29.67429,1.568,0.95,0.0,0.458360066,1.575386521,1998-01-01,1998-08-19,324.92814237957646,340.90101901405853,7.739792119086391,0.32492814237957646,7.4148639767068145,0.0,0.0,134.20006591325506,0.0,65.39679691763953,6.526229197223051,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
232,232,0,16.9338,30.62766,1.373,1.15,0.0,0.461069968,1.563699042,1998-01-01,1998-08-20,325.96771635648105,342.2019696837549,7.848282163729462,0.32596771635648103,7.522314447372981,0.0,0.0,134.65729493380326,0.0,66.29933957828489,6.808203747557864,0.0,4.5,0.0,0.0,0.0,0.0,1,6,5,0,0,5
