dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1420070400,2015-01-01 00:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,2.45,,-5.9,2.45,0.23,5.25,1020,,,51,0.96,92,,,,,,0,800,Clear,sky is clear,01n
1420074000,2015-01-01 01:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.97,,-4.65,3.97,1.49,5.34,1020,,,51,0.82,89,,,,,,0,800,Clear,sky is clear,01n
1420077600,2015-01-01 02:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.07,,-4.94,3.07,0.57,4.49,1020,,,53,0.67,94,,,,,,0,800,Clear,sky is clear,01n
1420081200,2015-01-01 03:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,1.39,,-6.56,1.39,-0.56,4.24,1020,,,52,0.54,96,,,,,,0,800,Clear,sky is clear,01n
1420084800,2015-01-01 04:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,2.28,,-5.82,2.28,-0.41,4.55,1021,,,52,0.42,104,,,,,,0,800,Clear,sky is clear,01d
1420088400,2015-01-01 05:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,4.48,,-5.69,4.48,3.44,5.98,1021,,,45,0.27,135,,,,,,0,800,Clear,sky is clear,01d
1420092000,2015-01-01 06:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.6,,-5.31,5.6,4.68,7.07,1022,,,43,0.23,85,,,,,,0,800,Clear,sky is clear,01d
1420095600,2015-01-01 07:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,7.47,,-5.56,7.47,6.14,9.02,1021,,,37,0.14,178,,,,,,0,800,Clear,sky is clear,01d
1420099200,2015-01-01 08:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,9.63,,-5.19,9.63,8.3,10.62,1020,,,33,0.04,291,,,,,,0,800,Clear,sky is clear,01d
1420102800,2015-01-01 09:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,10.49,,-4.87,8.43,9.92,10.99,1018,,,32,0.36,98,,,,,,0,800,Clear,sky is clear,01d
1420106400,2015-01-01 10:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,10.74,,-6.23,8.6,9.55,11.52,1017,,,28,0.09,136,,,,,,0,800,Clear,sky is clear,01d
1420110000,2015-01-01 11:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,10.89,,-6.54,8.74,9.79,11.57,1017,,,27,0.96,275,,,,,,0,800,Clear,sky is clear,01d
1420113600,2015-01-01 12:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,11.07,,-6.84,8.91,10.08,11.84,1017,,,26,0.86,318,,,,,,52,803,Clouds,broken clouds,04d
1420117200,2015-01-01 13:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,10.31,,-5.77,8.18,9.35,11.66,1018,,,30,1.22,335,,,,,,100,804,Clouds,overcast clouds,04d
1420120800,2015-01-01 14:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,9.06,,-6.36,9.06,8.32,10,1018,,,31,1.13,8,,,,,,91,804,Clouds,overcast clouds,04n
1420124400,2015-01-01 15:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,9.61,,-5.93,9.61,8.77,10.56,1019,,,31,1.22,46,,,,,,16,801,Clouds,few clouds,02n
1420128000,2015-01-01 16:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,9.19,,-5.18,9.19,8.12,9.85,1019,,,34,0.96,69,,,,,,1,800,Clear,sky is clear,01n
1420131600,2015-01-01 17:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,8.28,,-3.42,8.28,7.33,8.81,1019,,,42,0.82,71,,,,,,0,800,Clear,sky is clear,01n
1420135200,2015-01-01 18:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,7.31,,-2.87,7.31,6.03,8.14,1019,,,47,0.78,62,,,,,,0,800,Clear,sky is clear,01n
1420138800,2015-01-01 19:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,7.14,,-1.58,7.14,5.88,7.97,1019,,,53,0.47,52,,,,,,0,800,Clear,sky is clear,01n
1420142400,2015-01-01 20:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.61,,-0.73,6.61,5.01,7.66,1019,,,59,0.38,41,,,,,,4,800,Clear,sky is clear,01n
1420146000,2015-01-01 21:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,4.85,,-1.41,4.85,3.23,6.72,1019,,,63,0.25,26,,,,,,0,800,Clear,sky is clear,01n
1420149600,2015-01-01 22:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.4,,-0.75,5.4,4.09,6.51,1019,,,64,0.67,353,,,,,,0,800,Clear,sky is clear,01n
1420153200,2015-01-01 23:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.23,,-0.71,5.23,3.9,6.3,1019,,,65,0.54,350,,,,,,0,800,Clear,sky is clear,01n
1420156800,2015-01-02 00:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.81,,-1.54,3.81,1.83,5.49,1019,,,67,0.28,4,,,,,,0,800,Clear,sky is clear,01n
1420160400,2015-01-02 01:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.25,,-0.33,5.25,3.99,6.3,1019,,,67,0.33,358,,,,,,0,800,Clear,sky is clear,01n
1420164000,2015-01-02 02:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.24,,0.02,5.24,3.72,6.47,1019,,,69,0.41,3,,,,,,0,800,Clear,sky is clear,01n
1420167600,2015-01-02 03:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.6,,-1.19,3.6,1.76,5.5,1019,,,70,0.32,15,,,,,,0,800,Clear,sky is clear,01n
1420171200,2015-01-02 04:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.2,,0.18,5.2,3.61,6.46,1020,,,70,0.48,43,,,,,,0,800,Clear,sky is clear,01d
1420174800,2015-01-02 05:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.66,,0.22,5.66,4.64,6.92,1020,,,68,0.17,89,,,,,,0,800,Clear,sky is clear,01d
1420178400,2015-01-02 06:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.33,,0.45,6.33,4.63,7.27,1021,,,66,0.36,42,,,,,,0,800,Clear,sky is clear,01d
1420182000,2015-01-02 07:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,7.2,,0.41,7.2,5.97,8,1020,,,62,0.32,327,,,,,,0,800,Clear,sky is clear,01d
1420185600,2015-01-02 08:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,10.65,,0.1,9.02,9.44,11.44,1019,,,48,0.55,326,,,,,,14,801,Clouds,few clouds,02d
1420189200,2015-01-02 09:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,10.77,,-0.07,9.13,9.58,12.03,1018,,,47,0.76,351,,,,,,35,802,Clouds,scattered clouds,03d
1420192800,2015-01-02 10:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,11.49,,0.58,9.92,10.37,12.83,1016,,,47,1.35,8,,,,,,2,800,Clear,sky is clear,01d
1420196400,2015-01-02 11:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,11.7,,0.77,10.15,10.53,13.04,1016,,,47,1.21,13,,,,,,11,801,Clouds,few clouds,02d
1420200000,2015-01-02 12:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,11.75,,1.4,10.26,10.59,13.2,1015,,,49,0.75,360,,,,,,19,801,Clouds,few clouds,02d
1420203600,2015-01-02 13:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,10.97,,2.03,9.53,9.84,11.92,1016,,,54,0.9,36,,,,,,9,800,Clear,sky is clear,01d
1420207200,2015-01-02 14:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,8.51,,0.24,7.75,8.01,9.13,1016,,,56,1.69,85,,,,,,5,800,Clear,sky is clear,01n
1420210800,2015-01-02 15:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,8.39,,1.76,7.47,7.63,8.68,1016,,,63,1.83,97,,,,,,25,802,Clouds,scattered clouds,03n
1420214400,2015-01-02 16:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,8.15,,2.61,7.36,7.62,8.67,1016,,,68,1.66,103,,,,,,11,801,Clouds,few clouds,02n
1420218000,2015-01-02 17:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.33,,2.04,6.33,6.32,6.35,1016,,,74,1.26,113,,,,,,21,801,Clouds,few clouds,02n
1420221600,2015-01-02 18:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.35,,1.87,6.35,5.83,6.87,1017,,,73,0.94,121,,,,,,21,801,Clouds,few clouds,02n
1420225200,2015-01-02 19:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.85,,2.35,6.85,5.19,8.17,1017,,,73,0.7,132,,,,,,12,801,Clouds,few clouds,02n
1420228800,2015-01-02 20:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.08,,1.99,6.08,4.16,7.43,1017,,,75,0.62,109,,,,,,0,800,Clear,sky is clear,01n
1420232400,2015-01-02 21:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.11,,2.02,6.11,3.89,7.4,1017,,,75,0.56,87,,,,,,1,800,Clear,sky is clear,01n
1420236000,2015-01-02 22:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.15,,0.71,5.15,3.25,6.34,1017,,,73,0.25,46,,,,,,1,800,Clear,sky is clear,01n
1420239600,2015-01-02 23:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.14,,0.51,5.14,3.19,6.33,1017,,,72,0.24,71,,,,,,3,800,Clear,sky is clear,01n
1420243200,2015-01-03 00:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,4.07,,-0.8,4.07,2.23,6.08,1017,,,70,0.06,132,,,,,,5,800,Clear,sky is clear,01n
1420246800,2015-01-03 01:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.74,,0.3,5.74,4.07,6.97,1017,,,68,0.1,153,,,,,,4,800,Clear,sky is clear,01n
1420250400,2015-01-03 02:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,4.59,,-0.7,4.59,3,5.76,1017,,,68,0.19,155,,,,,,2,800,Clear,sky is clear,01n
1420254000,2015-01-03 03:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.25,,-2.38,3.25,1.53,5.11,1017,,,65,0.22,150,,,,,,2,800,Clear,sky is clear,01n
1420257600,2015-01-03 04:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,4.49,,-1.15,4.49,2.91,5.65,1018,,,66,0.25,147,,,,,,29,802,Clouds,scattered clouds,03d
1420261200,2015-01-03 05:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.11,,-2.18,5.11,4.01,6.4,1018,,,58,0.42,168,,,,,,30,802,Clouds,scattered clouds,03d
1420264800,2015-01-03 06:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.7,,-1.9,5.7,4.03,6.42,1018,,,57,0.15,113,,,,,,35,802,Clouds,scattered clouds,03d
1420268400,2015-01-03 07:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.1,,-2.44,6.1,4.9,6.87,1018,,,53,0.37,303,,,,,,44,802,Clouds,scattered clouds,03d
1420272000,2015-01-03 08:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.9,,-2.16,5.9,4.66,6.82,1017,,,55,0.79,339,,,,,,26,802,Clouds,scattered clouds,03d
1420275600,2015-01-03 09:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,7.89,,-2.66,7.89,6.62,9.09,1015,,,46,1.18,340,,,,,,28,802,Clouds,scattered clouds,03d
1420279200,2015-01-03 10:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,10.03,,-3.85,8.03,8.81,11.34,1014,,,36,1.6,336,,,,,,30,802,Clouds,scattered clouds,03d
1420282800,2015-01-03 11:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,10.03,,-3.53,8.05,8.71,11.37,1013,,,37,1.55,338,,,,,,15,801,Clouds,few clouds,02d
1420286400,2015-01-03 12:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,10.11,,-3.15,8.17,8.68,11.51,1013,,,38,1.29,354,,,,,,29,802,Clouds,scattered clouds,03d
1420290000,2015-01-03 13:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,9.46,,-1.65,8.89,8,10.49,1013,,,45,1.64,56,,,,,,29,802,Clouds,scattered clouds,03d
1420293600,2015-01-03 14:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,7.22,,-4.56,5.82,6.68,7.81,1013,,,41,2.15,87,,,,,,24,801,Clouds,few clouds,02n
1420297200,2015-01-03 15:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,8.07,,-2.51,7.15,6.92,8.92,1012,,,46,1.78,103,,,,,,2,800,Clear,sky is clear,01n
1420300800,2015-01-03 16:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,7.87,,-2.94,7.87,6.98,8.67,1013,,,45,0.9,112,,,,,,5,800,Clear,sky is clear,01n
1420304400,2015-01-03 17:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.3,,-3.2,6.3,5.01,7.17,1013,,,49,0.27,79,,,,,,16,801,Clouds,few clouds,02n
1420308000,2015-01-03 18:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.02,,-2.73,6.02,4.47,7.14,1013,,,52,0.21,42,,,,,,29,802,Clouds,scattered clouds,03n
1420311600,2015-01-03 19:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.75,,-2.72,5.75,4.36,6.72,1013,,,53,0.13,80,,,,,,22,801,Clouds,few clouds,02n
1420315200,2015-01-03 20:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.35,,-3.05,5.35,3.96,6.44,1013,,,53,0.16,117,,,,,,22,801,Clouds,few clouds,02n
1420318800,2015-01-03 21:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.32,,-2.21,5.32,3.64,6.57,1013,,,57,0.17,101,,,,,,19,801,Clouds,few clouds,02n
1420322400,2015-01-03 22:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.93,,-2.56,2.8,2.59,4.89,1013,,,61,1.45,314,,,,,,23,801,Clouds,few clouds,02n
1420326000,2015-01-03 23:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,4.09,,-2.43,4.09,2.39,5.38,1013,,,61,1.07,310,,,,,,54,803,Clouds,broken clouds,04n
1420329600,2015-01-04 00:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,4.06,,-2.26,4.06,2.37,5.33,1013,,,62,1.03,307,,,,,,39,802,Clouds,scattered clouds,03n
1420333200,2015-01-04 01:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,4.18,,-2.35,4.18,2.55,5.45,1013,,,61,0.47,323,,,,,,44,802,Clouds,scattered clouds,03n
1420336800,2015-01-04 02:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.91,,-2.01,3.91,2.76,4.69,1013,,,64,0.18,37,,,,,,47,802,Clouds,scattered clouds,03n
1420340400,2015-01-04 03:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,2.95,,-2.63,2.95,1.1,4.38,1014,,,65,0.36,82,,,,,,43,802,Clouds,scattered clouds,03n
1420344000,2015-01-04 04:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.08,,-1.98,3.08,2.02,4.04,1014,,,68,0.5,80,,,,,,51,803,Clouds,broken clouds,04d
1420347600,2015-01-04 05:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.17,,-0.76,5.17,4.19,6.06,1015,,,65,0.36,104,,,,,,68,803,Clouds,broken clouds,04d
1420351200,2015-01-04 06:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.03,,-2.04,5.03,3.92,5.73,1015,,,59,0.47,22,,,,,,72,803,Clouds,broken clouds,04d
1420354800,2015-01-04 07:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.02,,-1.85,5.02,3.87,6.11,1014,,,60,0.95,8,,,,,,47,802,Clouds,scattered clouds,03d
1420358400,2015-01-04 08:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.49,,-2.81,6.49,5.42,7.98,1014,,,50,1.23,356,,,,,,40,802,Clouds,scattered clouds,03d
1420362000,2015-01-04 09:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.63,,-2.69,6.63,5.32,8.36,1012,,,50,1.18,333,,,,,,57,803,Clouds,broken clouds,04d
1420365600,2015-01-04 10:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.58,,-2.97,4.8,5.7,7.87,1012,,,49,2.46,285,,,,,,65,803,Clouds,broken clouds,04d
1420369200,2015-01-04 11:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.82,,-2.78,4.45,5.66,8.28,1012,,,49,3.37,276,,,,,,55,803,Clouds,broken clouds,04d
1420372800,2015-01-04 12:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,8.77,,-1.44,8.41,6.95,10.59,1013,,,48,1.36,336,,,,,,54,803,Clouds,broken clouds,04d
1420376400,2015-01-04 13:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,7.23,,-1.97,6.5,6.47,8.47,1012,,,51,1.49,52,,,,,,50,802,Clouds,scattered clouds,03d
1420380000,2015-01-04 14:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.02,,-0.89,2.85,3.66,6.8,1012,,,65,2.59,55,,,,,,70,803,Clouds,broken clouds,04n
1420383600,2015-01-04 15:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,4.66,,-0.82,2.96,3.26,7.03,1013,,,67,2.01,66,,0.11,,,,70,500,Rain,light rain,10n
1420387200,2015-01-04 16:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,4,,-1.03,4,2.37,5.22,1013,,,69,1.14,82,,,,,,78,803,Clouds,broken clouds,04n
1420390800,2015-01-04 17:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.3,,-1.97,3.3,2.1,4.43,1014,,,67,0.54,91,,,,,,78,803,Clouds,broken clouds,04n
1420394400,2015-01-04 18:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.71,,-1.45,3.71,3.1,5.23,1015,,,68,0.16,66,,0.16,,,,77,500,Rain,light rain,10n
1420398000,2015-01-04 19:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.16,,-1.74,3.16,1.9,3.99,1015,,,69,0.05,10,,,,,,64,803,Clouds,broken clouds,04n
1420401600,2015-01-04 20:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,2.43,,-2.53,2.43,1.95,2.96,1016,,,68,0.08,45,,,,,,41,802,Clouds,scattered clouds,03n
1420405200,2015-01-04 21:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,2.34,,-2.1,2.34,1.23,2.86,1016,,,71,0.19,36,,,,,,20,801,Clouds,few clouds,02n
1420408800,2015-01-04 22:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,0.68,,-2.71,0.68,-0.15,1.09,1016,,,76,0.47,357,,,,,,20,801,Clouds,few clouds,02n
1420412400,2015-01-04 23:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,0.68,,-2.4,0.68,-0.25,1.2,1017,,,78,0.5,13,,,,,,11,801,Clouds,few clouds,02n
1420416000,2015-01-05 00:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,0.11,,-2.59,0.11,-0.97,0.76,1017,,,80,0.68,4,,,,,,11,801,Clouds,few clouds,02n
1420419600,2015-01-05 01:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,0.09,,-2.6,0.09,-0.99,0.88,1017,,,80,0.61,4,,,,,,4,800,Clear,sky is clear,01n
1420423200,2015-01-05 02:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,-0.37,,-3.19,-0.37,-1.59,0.42,1017,,,79,0.68,6,,,,,,3,800,Clear,sky is clear,01n
1420426800,2015-01-05 03:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,-0.46,,-3.59,-0.46,-1.69,0.36,1018,,,77,0.71,21,,,,,,5,800,Clear,sky is clear,01n
1420430400,2015-01-05 04:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,-0.59,,-3.56,-0.59,-1.86,0.26,1018,,,78,0.72,35,,,,,,5,800,Clear,sky is clear,01d
1420434000,2015-01-05 05:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,2.75,,-2.26,2.75,1.65,3.44,1019,,,68,0.48,43,,,,,,5,800,Clear,sky is clear,01d
1420437600,2015-01-05 06:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.67,,-2.78,3.67,2.65,5.03,1019,,,61,0.45,5,,,,,,7,800,Clear,sky is clear,01d
1420441200,2015-01-05 07:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.59,,-3.65,3.59,2.62,4.67,1019,,,57,1.32,356,,,,,,3,800,Clear,sky is clear,01d
1420444800,2015-01-05 08:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.42,,-4.38,6.42,5.44,7.59,1018,,,44,1.25,7,,,,,,2,800,Clear,sky is clear,01d
1420448400,2015-01-05 09:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.41,,-4.12,6.41,5.33,7.61,1017,,,45,1.21,351,,,,,,7,800,Clear,sky is clear,01d
1420452000,2015-01-05 10:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,7.47,,-4.65,6.84,6.36,9.23,1016,,,40,1.44,355,,,,,,8,800,Clear,sky is clear,01d
1420455600,2015-01-05 11:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,7.88,,-4.03,7.36,6.73,10.23,1015,,,41,1.39,35,,,,,,1,800,Clear,sky is clear,01d
1420459200,2015-01-05 12:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,8.45,,-3.57,7.85,7.3,10.23,1016,,,41,1.53,57,,,,,,0,800,Clear,sky is clear,01d
1420462800,2015-01-05 13:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,8.62,,-2.33,7.61,7.44,9.99,1016,,,45,1.97,67,,,,,,0,800,Clear,sky is clear,01d
1420466400,2015-01-05 14:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,5.23,,-3.61,3.24,3.76,6.23,1016,,,51,2.42,69,,,,,,0,800,Clear,sky is clear,01n
1420470000,2015-01-05 15:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,4.4,,-4.76,2.28,3.03,6,1017,,,49,2.4,76,,,,,,0,800,Clear,sky is clear,01n
1420473600,2015-01-05 16:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,4.5,,-4.44,2.7,3.18,5.39,1017,,,50,2.08,83,,,,,,0,800,Clear,sky is clear,01n
1420477200,2015-01-05 17:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,3.46,,-2.96,2.28,2.96,4.12,1017,,,61,1.44,92,,,,,,0,800,Clear,sky is clear,01n
1420480800,2015-01-05 18:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,2.87,,-3.45,2.87,1.63,3.68,1017,,,61,0.87,100,,,,,,0,800,Clear,sky is clear,01n
1420484400,2015-01-05 19:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,2.35,,-4.08,2.35,0.5,3.77,1018,,,60,0.55,112,,,,,,0,800,Clear,sky is clear,01n
1420488000,2015-01-05 20:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,1.78,,-4.37,1.78,-0.04,3.17,1018,,,61,0.48,122,,,,,,0,800,Clear,sky is clear,01n
1420491600,2015-01-05 21:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,1.75,,-4.39,1.75,0.06,3.12,1017,,,61,0.51,126,,,,,,0,800,Clear,sky is clear,01n
1420495200,2015-01-05 22:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,1.47,,-4.63,1.47,-0.48,3.23,1017,,,61,0.8,95,,,,,,0,800,Clear,sky is clear,01n
1420498800,2015-01-05 23:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,0.68,,-5.49,0.68,-0.65,2.91,1018,,,60,0.73,104,,,,,,0,800,Clear,sky is clear,01n
1420502400,2015-01-06 00:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,0.81,,-6.18,0.81,-0.53,3.2,1018,,,56,0.64,111,,,,,,0,800,Clear,sky is clear,01n
1420506000,2015-01-06 01:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,1.14,,-5.91,1.14,-0.77,3.91,1017,,,56,0.6,117,,,,,,0,800,Clear,sky is clear,01n
1420509600,2015-01-06 02:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,0.5,,-6.44,0.5,-1.05,3.35,1018,,,56,0.64,109,,,,,,0,800,Clear,sky is clear,01n
1420513200,2015-01-06 03:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,0.19,,-6.91,0.19,-1.77,3,1018,,,55,0.73,104,,,,,,0,800,Clear,sky is clear,01n
1420516800,2015-01-06 04:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,0.71,,-6.69,0.71,-0.89,3.5,1019,,,54,0.82,95,,,,,,0,800,Clear,sky is clear,01d
1420520400,2015-01-06 05:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,4.74,,-6.01,4.74,3.88,6.2,1019,,,43,0.74,90,,,,,,0,800,Clear,sky is clear,01d
1420524000,2015-01-06 06:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.07,,-4.93,6.07,5.23,7.43,1020,,,43,1.04,91,,,,,,0,800,Clear,sky is clear,01d
1420527600,2015-01-06 07:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,7.5,,-3.5,7.5,6.27,8.32,1019,,,44,1.31,116,,,,,,0,800,Clear,sky is clear,01d
1420531200,2015-01-06 08:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,10.88,,-4.57,8.86,9.71,11.62,1018,,,32,1.99,124,,,,,,0,800,Clear,sky is clear,01d
1420534800,2015-01-06 09:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,12.02,,-4.84,10.03,11.2,12.45,1017,,,29,2.56,122,,,,,,0,800,Clear,sky is clear,01d
1420538400,2015-01-06 10:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,12.77,,-4.67,10.83,11.6,14.09,1016,,,28,3.18,127,,,,,,0,800,Clear,sky is clear,01d
1420542000,2015-01-06 11:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,12.99,,-4.93,11.05,11.84,14.44,1015,,,27,3.23,132,,,,,,0,800,Clear,sky is clear,01d
1420545600,2015-01-06 12:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,12.71,,-3.52,10.85,11.51,14.13,1015,,,31,2.96,132,,,,,,0,800,Clear,sky is clear,01d
1420549200,2015-01-06 13:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,10.57,,-1.88,8.75,9.12,12.26,1015,,,41,2.99,116,,,,,,1,800,Clear,sky is clear,01d
1420552800,2015-01-06 14:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,7.15,,-1.8,4.79,5.74,9.23,1016,,,52,3.48,98,,,,,,1,800,Clear,sky is clear,01n
1420556400,2015-01-06 15:00:00 +0000 UTC,12600,Custom location,36.085925,50.391289,6.93,,-1.75,4.37,5.23,8.24,1016,,,53,3.75,92,,,,,,15,801,Clouds,few clouds,02n
